scientific_name,taxon,iucn_class,iucn_category,iucn_score,gen,is_single
Cratogeomys castanops,포유류,MAMMALIA,LC,0,2.0,True
Cratogeomys fulvescens,포유류,MAMMALIA,LC,0,2.0,True
Cratogeomys fumosus,포유류,MAMMALIA,LC,0,2.0,True
Cratogeomys goldmani,포유류,MAMMALIA,LC,0,2.0,True
Cratogeomys merriami,포유류,MAMMALIA,LC,0,1.5,False
Cratogeomys perotensis,포유류,MAMMALIA,LC,0,2.0,True
Cratogeomys planiceps,포유류,MAMMALIA,LC,0,2.0,True
Cremnomys cutchicus,포유류,MAMMALIA,LC,0,1.5,False
Cricetomys emini,포유류,MAMMALIA,LC,0,2.5,False
Cricetulus barabensis,포유류,MAMMALIA,LC,0,1.5,False
Cricetulus lama,포유류,MAMMALIA,LC,0,1.5,False
Cricetulus longicaudatus,포유류,MAMMALIA,LC,0,1.5,False
Cricetulus sokolovi,포유류,MAMMALIA,LC,0,1.5,False
Cricetulus tibetanus,포유류,MAMMALIA,LC,0,1.5,False
Crocidura aleksandrisi,포유류,MAMMALIA,LC,0,1.5,False
Crocidura arabica,포유류,MAMMALIA,LC,0,1.0,True
Crocidura arispa,포유류,MAMMALIA,LC,0,1.0,True
Crocidura attenuata,포유류,MAMMALIA,LC,0,1.0,True
Crocidura attila,포유류,MAMMALIA,LC,0,1.0,True
Crocidura batesi,포유류,MAMMALIA,LC,0,1.0,True
Crocidura beatus,포유류,MAMMALIA,LC,0,1.0,True
Crocidura beccarii,포유류,MAMMALIA,LC,0,1.0,True
Crocidura brunnea,포유류,MAMMALIA,LC,0,1.0,True
Crocidura caliginea,포유류,MAMMALIA,LC,0,1.0,True
Crocidura cinderella,포유류,MAMMALIA,LC,0,1.0,True
Crocidura congobelgica,포유류,MAMMALIA,LC,0,1.0,True
Crocidura crenata,포유류,MAMMALIA,LC,0,1.0,True
Crocidura crossei,포유류,MAMMALIA,LC,0,1.0,True
Crocidura cyanea,포유류,MAMMALIA,LC,0,1.0,True
Crocidura denti,포유류,MAMMALIA,LC,0,1.0,True
Crocidura dolichura,포유류,MAMMALIA,LC,0,1.0,True
Crocidura dsinezumi,포유류,MAMMALIA,LC,0,1.0,True
Crocidura elgonius,포유류,MAMMALIA,LC,0,1.0,True
Crocidura elongata,포유류,MAMMALIA,LC,0,1.0,True
Crocidura flavescens,포유류,MAMMALIA,LC,0,1.0,True
Crocidura foetida,포유류,MAMMALIA,LC,0,1.0,True
Crocidura fuliginosa,포유류,MAMMALIA,LC,0,1.0,True
Crocidura fulvastra,포유류,MAMMALIA,LC,0,1.0,True
Crocidura fuscomurina,포유류,MAMMALIA,LC,0,1.0,True
Crocidura gmelini,포유류,MAMMALIA,LC,0,1.0,True
Crocidura grassei,포유류,MAMMALIA,LC,0,1.0,True
Crocidura grayi,포유류,MAMMALIA,LC,0,1.0,True
Crocidura greenwoodi,포유류,MAMMALIA,LC,0,0.5,False
Crocidura hildegardeae,포유류,MAMMALIA,LC,0,1.0,True
Crocidura hirta,포유류,MAMMALIA,LC,0,1.0,True
Crocidura hutanis,포유류,MAMMALIA,LC,0,1.0,True
Crocidura indochinensis,포유류,MAMMALIA,LC,0,1.0,True
Crocidura jacksoni,포유류,MAMMALIA,LC,0,1.0,True
Crocidura jouvenetae,포유류,MAMMALIA,LC,0,1.0,True
Crocidura lamottei,포유류,MAMMALIA,LC,0,1.0,True
Crocidura lasiura,포유류,MAMMALIA,LC,0,1.0,True
Crocidura latona,포유류,MAMMALIA,LC,0,1.0,True
Crocidura lea,포유류,MAMMALIA,LC,0,1.0,True
Crocidura lepidura,포유류,MAMMALIA,LC,0,1.0,True
Crocidura leucodon,포유류,MAMMALIA,LC,0,1.0,True
Crocidura levicula,포유류,MAMMALIA,LC,0,1.0,True
Crocidura littoralis,포유류,MAMMALIA,LC,0,1.5,False
Crocidura ludia,포유류,MAMMALIA,LC,0,1.5,False
Crocidura luna,포유류,MAMMALIA,LC,0,1.5,False
Crocidura lusitania,포유류,MAMMALIA,LC,0,1.5,False
Crocidura macarthuri,포유류,MAMMALIA,LC,0,1.5,False
Crocidura malayana,포유류,MAMMALIA,LC,0,1.0,True
Crocidura maquassiensis,포유류,MAMMALIA,LC,0,1.0,True
Crocidura mariquensis,포유류,MAMMALIA,LC,0,1.0,True
Crocidura maurisca,포유류,MAMMALIA,LC,0,1.5,False
Crocidura maxi,포유류,MAMMALIA,LC,0,1.0,True
Crocidura monticola,포유류,MAMMALIA,LC,0,1.0,True
Crocidura montis,포유류,MAMMALIA,LC,0,1.0,True
Crocidura muricauda,포유류,MAMMALIA,LC,0,1.5,False
Crocidura nanilla,포유류,MAMMALIA,LC,0,1.5,False
Crocidura negligens,포유류,MAMMALIA,LC,0,1.0,True
Crocidura nigeriae,포유류,MAMMALIA,LC,0,1.5,False
Crocidura nigricans,포유류,MAMMALIA,LC,0,1.0,True
Crocidura nigripes,포유류,MAMMALIA,LC,0,1.0,True
Crocidura nigrofusca,포유류,MAMMALIA,LC,0,1.5,False
Crocidura obscurior,포유류,MAMMALIA,LC,0,1.5,False
Crocidura olivieri,포유류,MAMMALIA,LC,0,1.5,False
Crocidura pachyura,포유류,MAMMALIA,LC,0,1.0,True
Crocidura palawanensis,포유류,MAMMALIA,LC,0,1.0,True
Crocidura paradoxura,포유류,MAMMALIA,LC,0,1.0,True
Crocidura parvipes,포유류,MAMMALIA,LC,0,1.5,False
Crocidura pasha,포유류,MAMMALIA,LC,0,1.5,False
Crocidura phanluongi,포유류,MAMMALIA,LC,0,1.25,False
Crocidura poensis,포유류,MAMMALIA,LC,0,1.5,False
Crocidura ramona,포유류,MAMMALIA,LC,0,1.0,True
Crocidura rhoditis,포유류,MAMMALIA,VU,2,1.0,True
Crocidura roosevelti,포유류,MAMMALIA,LC,0,1.5,False
Crocidura russula,포유류,MAMMALIA,LC,0,1.5,False
Crocidura serezkyensis,포유류,MAMMALIA,LC,0,1.0,True
Crocidura shantungensis,포유류,MAMMALIA,LC,0,1.5,False
Crocidura sibirica,포유류,MAMMALIA,LC,0,1.5,False
Crocidura sicula,포유류,MAMMALIA,LC,0,1.0,True
Crocidura silacea,포유류,MAMMALIA,LC,0,1.0,True
Crocidura smithii,포유류,MAMMALIA,LC,0,1.5,False
Crocidura somalica,포유류,MAMMALIA,LC,0,1.5,False
Crocidura suaveolens,포유류,MAMMALIA,LC,0,1.0,True
Crocidura tanakae,포유류,MAMMALIA,LC,0,1.0,True
Crocidura thalia,포유류,MAMMALIA,LC,0,1.5,False
Crocidura theresae,포유류,MAMMALIA,LC,0,1.0,True
Crocidura turba,포유류,MAMMALIA,LC,0,1.0,True
Crocidura viaria,포유류,MAMMALIA,LC,0,1.5,False
Crocidura voi,포유류,MAMMALIA,LC,0,1.5,False
Crocidura vorax,포유류,MAMMALIA,LC,0,1.0,True
Crocidura watasei,포유류,MAMMALIA,LC,0,1.0,True
Crocidura xantippe,포유류,MAMMALIA,LC,0,1.0,True
Crocidura yankariensis,포유류,MAMMALIA,LC,0,1.5,False
Crocidura zarudnyi,포유류,MAMMALIA,LC,0,1.5,False
Crocuta crocuta,포유류,MAMMALIA,LC,0,5.7,True
Crossarchus alexandri,포유류,MAMMALIA,LC,0,4.0,True
Crossarchus ansorgei,포유류,MAMMALIA,LC,0,4.0,True
Crossarchus obscurus,포유류,MAMMALIA,LC,0,4.0,True
Crossarchus platycephalus,포유류,MAMMALIA,LC,0,4.0,True
Crossomys moncktoni,포유류,MAMMALIA,LC,0,1.5,False
Cryptotis colombiana,포유류,MAMMALIA,LC,0,0.5,False
Cryptotis equatoris,포유류,MAMMALIA,LC,0,1.0,True
Cryptotis goldmani,포유류,MAMMALIA,LC,0,0.5,False
Cryptotis goodwini,포유류,MAMMALIA,LC,0,0.5,False
Cryptotis mayensis,포유류,MAMMALIA,LC,0,1.5,False
Cryptotis medellinia,포유류,MAMMALIA,LC,0,4.5,False
Cryptotis merriami,포유류,MAMMALIA,LC,0,1.0,True
Cryptotis mexicana,포유류,MAMMALIA,LC,0,0.5,False
Cryptotis montivaga,포유류,MAMMALIA,LC,0,0.5,False
Cryptotis nigrescens,포유류,MAMMALIA,LC,0,0.5,False
Cryptotis parva,포유류,MAMMALIA,LC,0,0.5,False
Cryptotis squamipes,포유류,MAMMALIA,LC,0,0.5,False
Cryptotis tamensis,포유류,MAMMALIA,LC,0,0.5,False
Cryptotis thomasi,포유류,MAMMALIA,LC,0,0.5,False
Ctenodactylus gundi,포유류,MAMMALIA,LC,0,2.0,True
Ctenomys boliviensis,포유류,MAMMALIA,LC,0,1.5,False
Ctenomys conoveri,포유류,MAMMALIA,LC,0,1.5,False
Ctenomys frater,포유류,MAMMALIA,LC,0,1.5,False
Ctenomys goodfellowi,포유류,MAMMALIA,LC,0,1.5,False
Ctenomys haigi,포유류,MAMMALIA,LC,0,1.5,False
Ctenomys leucodon,포유류,MAMMALIA,LC,0,1.5,False
Ctenomys lewisi,포유류,MAMMALIA,LC,0,1.5,False
Ctenomys maulinus,포유류,MAMMALIA,LC,0,1.5,False
Ctenomys mendocinus,포유류,MAMMALIA,LC,0,1.5,False
Ctenomys opimus,포유류,MAMMALIA,LC,0,1.5,False
Ctenomys perrensi,포유류,MAMMALIA,LC,0,1.5,False
Ctenomys peruanus,포유류,MAMMALIA,CR,4,1.3,True
Ctenomys steinbachi,포유류,MAMMALIA,LC,0,1.5,False
Ctenomys talarum,포유류,MAMMALIA,LC,0,1.5,False
Ctenomys torquatus,포유류,MAMMALIA,LC,0,1.5,False
Cynictis penicillata,포유류,MAMMALIA,LC,0,3.0,True
Cynomys gunnisoni,포유류,MAMMALIA,LC,0,4.0,True
Cynomys leucurus,포유류,MAMMALIA,LC,0,4.0,True
Cynomys ludovicianus,포유류,MAMMALIA,LC,0,4.0,True
Dasycercus blythi,포유류,MAMMALIA,LC,0,2.0,True
Dasymys incomtus,포유류,MAMMALIA,LC,0,1.5,False
Dasymys rufulus,포유류,MAMMALIA,LC,0,1.5,False
Dasyprocta prymnolopha,포유류,MAMMALIA,LC,0,5.0,True
Dasypus novemcinctus,포유류,MAMMALIA,LC,0,5.0,True
Dasypus septemcinctus,포유류,MAMMALIA,LC,0,4.0,True
Delomys collinus,포유류,MAMMALIA,LC,0,1.5,False
Delomys dorsalis,포유류,MAMMALIA,LC,0,1.5,False
Delomys sublineatus,포유류,MAMMALIA,LC,0,1.5,False
Deltamys kempi,포유류,MAMMALIA,LC,0,1.5,False
Dendrogale murina,포유류,MAMMALIA,LC,0,4.0,True
Dendromus insignis,포유류,MAMMALIA,LC,0,1.5,False
Dendromus kivu,포유류,MAMMALIA,LC,0,3.0,True
Dendromus lovati,포유류,MAMMALIA,LC,0,1.5,False
Dendromus mesomelas,포유류,MAMMALIA,LC,0,1.5,False
Dendromus messorius,포유류,MAMMALIA,LC,0,3.0,True
Dendromus mystacalis,포유류,MAMMALIA,LC,0,3.0,True
Deomys ferrugineus,포유류,MAMMALIA,LC,0,1.5,False
Dephomys defua,포유류,MAMMALIA,LC,0,1.5,False
Desmodilliscus braueri,포유류,MAMMALIA,LC,0,1.5,False
Desmodillus auricularis,포유류,MAMMALIA,LC,0,1.5,False
Desmomys harringtoni,포유류,MAMMALIA,LC,0,1.5,False
Dicrostonyx groenlandicus,포유류,MAMMALIA,LC,0,1.0,True
Dicrostonyx hudsonius,포유류,MAMMALIA,LC,0,1.0,True
Dicrostonyx nelsoni,포유류,MAMMALIA,LC,0,1.0,True
Dicrostonyx nunatakensis,포유류,MAMMALIA,LC,0,1.0,True
Dicrostonyx richardsoni,포유류,MAMMALIA,LC,0,1.0,True
Diplomys labilis,포유류,MAMMALIA,LC,0,1.5,False
Dipodomys agilis,포유류,MAMMALIA,LC,0,2.0,True
Dipodomys californicus,포유류,MAMMALIA,LC,0,2.0,True
Dipodomys compactus,포유류,MAMMALIA,LC,0,2.0,True
Dipodomys deserti,포유류,MAMMALIA,LC,0,2.5,False
Dipodomys heermanni,포유류,MAMMALIA,LC,0,1.5,False
Dipodomys merriami,포유류,MAMMALIA,LC,0,1.5,False
Dipodomys microps,포유류,MAMMALIA,LC,0,5.5,False
Dipodomys nelsoni,포유류,MAMMALIA,LC,0,2.0,True
Dipodomys ordii,포유류,MAMMALIA,LC,0,3.0,True
Dipodomys panamintinus,포유류,MAMMALIA,LC,0,1.5,False
Dipodomys phillipsii,포유류,MAMMALIA,LC,0,2.0,True
Dipodomys simulans,포유류,MAMMALIA,LC,0,2.0,True
Dipodomys venustus,포유류,MAMMALIA,LC,0,2.0,True
Dobsonia anderseni,포유류,MAMMALIA,LC,0,5.8,True
Dobsonia minor,포유류,MAMMALIA,LC,0,5.8,True
Dobsonia praedatrix,포유류,MAMMALIA,LC,0,5.8,True
Dremomys everetti,포유류,MAMMALIA,LC,0,3.5,False
Dremomys gularis,포유류,MAMMALIA,LC,0,3.5,False
Dremomys lokriah,포유류,MAMMALIA,LC,0,3.5,False
Dremomys pernyi,포유류,MAMMALIA,LC,0,3.5,False
Dremomys pyrrhomerus,포유류,MAMMALIA,LC,0,3.5,False
Dremomys rufigenis,포유류,MAMMALIA,LC,0,4.0,True
Dryomys nitedula,포유류,MAMMALIA,LC,0,2.5,False
Dymecodon pilirostris,포유류,MAMMALIA,LC,0,2.0,True
Echinosorex gymnura,포유류,MAMMALIA,LC,0,3.0,True
Eligmodontia morgani,포유류,MAMMALIA,LC,0,0.5,False
Eligmodontia puerulus,포유류,MAMMALIA,LC,0,0.5,False
Eligmodontia typus,포유류,MAMMALIA,LC,0,0.5,False
Eliomys melanurus,포유류,MAMMALIA,LC,0,2.5,False
Eliurus majori,포유류,MAMMALIA,LC,0,2.5,False
Eliurus minor,포유류,MAMMALIA,LC,0,1.5,False
Eliurus myoxinus,포유류,MAMMALIA,LC,0,1.5,False
Eliurus tanala,포유류,MAMMALIA,LC,0,1.5,False
Eliurus webbi,포유류,MAMMALIA,LC,0,1.5,False
Ellobius fuscocapillus,포유류,MAMMALIA,LC,0,1.5,False
Ellobius lutescens,포유류,MAMMALIA,LC,0,2.0,True
Ellobius talpinus,포유류,MAMMALIA,VU,2,2.5,False
Ellobius tancrei,포유류,MAMMALIA,LC,0,1.5,False
Eoglaucomys fimbriatus,포유류,MAMMALIA,LC,0,4.5,False
Eolagurus luteus,포유류,MAMMALIA,LC,0,1.5,False
Eolagurus przewalskii,포유류,MAMMALIA,LC,0,1.5,False
Eonycteris spelaea,포유류,MAMMALIA,LC,0,2.7,True
Eospalax fontanierii,포유류,MAMMALIA,LC,0,3.0,True
Eospalax rothschildi,포유류,MAMMALIA,LC,0,3.0,True
Eospalax smithii,포유류,MAMMALIA,LC,0,2.0,True
Eothenomys cachinus,포유류,MAMMALIA,LC,0,1.5,False
Eothenomys chinensis,포유류,MAMMALIA,LC,0,1.5,False
Eothenomys custos,포유류,MAMMALIA,LC,0,1.5,False
Eothenomys melanogaster,포유류,MAMMALIA,LC,0,1.5,False
Eothenomys miletus,포유류,MAMMALIA,LC,0,1.5,False
Eothenomys olitor,포유류,MAMMALIA,LC,0,1.5,False
Eozapus setchuanus,포유류,MAMMALIA,LC,0,1.5,False
Episoriculus caudatus,포유류,MAMMALIA,LC,0,1.0,True
Episoriculus fumidus,포유류,MAMMALIA,LC,0,1.0,True
Episoriculus leucops,포유류,MAMMALIA,LC,0,1.0,True
Episoriculus macrurus,포유류,MAMMALIA,LC,0,1.0,True
Epixerus ebii,포유류,MAMMALIA,LC,0,3.5,False
Eremodipus lichtensteini,포유류,MAMMALIA,LC,0,2.0,True
Erignathus barbatus,포유류,MAMMALIA,NT,1,13.4,True
Erinaceus amurensis,포유류,MAMMALIA,LC,0,3.0,True
Erinaceus europaeus,포유류,MAMMALIA,NT,1,2.5,False
Erinaceus roumanicus,포유류,MAMMALIA,LC,0,3.5,False
Euchoreutes naso,포유류,MAMMALIA,LC,0,2.0,True
Eudiscopus denticulus,포유류,MAMMALIA,LC,0,5.6,True
Eudorcas albonotata,포유류,MAMMALIA,LC,0,4.3,True
Euneomys mordax,포유류,MAMMALIA,LC,0,1.5,False
Euneomys petersoni,포유류,MAMMALIA,LC,0,1.5,False
Euphractus sexcinctus,포유류,MAMMALIA,LC,0,5.0,True
Euroscaptor grandis,포유류,MAMMALIA,LC,0,3.0,True
Euroscaptor klossi,포유류,MAMMALIA,LC,0,2.0,True
Euroscaptor longirostris,포유류,MAMMALIA,LC,0,2.0,True
Euroscaptor micrura,포유류,MAMMALIA,LC,0,2.0,True
Euroscaptor mizura,포유류,MAMMALIA,LC,0,2.0,True
Euryoryzomys legatus,포유류,MAMMALIA,LC,0,1.5,False
Euryoryzomys macconnelli,포유류,MAMMALIA,LC,0,1.5,False
Euryoryzomys nitidus,포유류,MAMMALIA,LC,0,1.5,False
Euryoryzomys russatus,포유류,MAMMALIA,LC,0,1.5,False
Eutamias sibiricus,포유류,MAMMALIA,LC,0,3.5,False
Exilisciurus concinnus,포유류,MAMMALIA,LC,0,3.0,True
Exilisciurus whiteheadi,포유류,MAMMALIA,LC,0,3.0,True
Felis margarita,포유류,MAMMALIA,LC,0,4.0,True
Felis silvestris,포유류,MAMMALIA,LC,0,8.0,True
Fukomys bocagei,포유류,MAMMALIA,LC,0,5.0,True
Fukomys damarensis,포유류,MAMMALIA,LC,0,5.5,False
Fukomys darlingi,포유류,MAMMALIA,LC,0,5.0,True
Fukomys ochraceocinereus,포유류,MAMMALIA,LC,0,5.0,True
Fukomys zechi,포유류,MAMMALIA,LC,0,5.5,False
Funambulus palmarum,포유류,MAMMALIA,LC,0,4.0,True
Funambulus pennantii,포유류,MAMMALIA,LC,0,4.0,True
Funambulus tristriatus,포유류,MAMMALIA,LC,0,3.0,True
Funisciurus anerythrus,포유류,MAMMALIA,LC,0,3.5,False
Funisciurus carruthersi,포유류,MAMMALIA,LC,0,3.5,False
Funisciurus congicus,포유류,MAMMALIA,LC,0,3.5,False
Funisciurus isabella,포유류,MAMMALIA,LC,0,3.5,False
Funisciurus lemniscatus,포유류,MAMMALIA,LC,0,3.5,False
Funisciurus leucogenys,포유류,MAMMALIA,LC,0,3.5,False
Funisciurus pyrropus,포유류,MAMMALIA,LC,0,3.5,False
Galidia elegans,포유류,MAMMALIA,LC,0,6.7,True
Gazella bennettii,포유류,MAMMALIA,LC,0,4.0,True
Genetta angolensis,포유류,MAMMALIA,LC,0,4.0,True
Genetta pardina,포유류,MAMMALIA,LC,0,4.0,True
Genetta servalina,포유류,MAMMALIA,LC,0,4.0,True
Genetta thierryi,포유류,MAMMALIA,LC,0,4.0,True
Genetta tigrina,포유류,MAMMALIA,LC,0,4.0,True
Genetta victoriae,포유류,MAMMALIA,LC,0,4.0,True
Geomys attwateri,포유류,MAMMALIA,LC,0,3.0,True
Geomys breviceps,포유류,MAMMALIA,LC,0,3.5,False
Geomys bursarius,포유류,MAMMALIA,LC,0,3.5,False
Geomys knoxjonesi,포유류,MAMMALIA,LC,0,3.0,True
Geomys personatus,포유류,MAMMALIA,LC,0,3.0,True
Geomys pinetis,포유류,MAMMALIA,LC,0,3.5,False
Geomys texensis,포유류,MAMMALIA,LC,0,3.0,True
Georychus capensis,포유류,MAMMALIA,LC,0,4.0,True
Geoxus valdivianus,포유류,MAMMALIA,LC,0,1.5,False
Gerbilliscus boehmi,포유류,MAMMALIA,LC,0,1.5,False
Gerbilliscus brantsii,포유류,MAMMALIA,LC,0,1.5,False
Gerbilliscus gambiana,포유류,MAMMALIA,LC,0,2.0,True
Gerbilliscus guineae,포유류,MAMMALIA,LC,0,1.5,False
Gerbilliscus inclusus,포유류,MAMMALIA,LC,0,1.5,False
Gerbilliscus kempi,포유류,MAMMALIA,LC,0,1.5,False
Gerbilliscus leucogaster,포유류,MAMMALIA,LC,0,1.5,False
Gerbilliscus nigricaudus,포유류,MAMMALIA,LC,0,2.0,True
Gerbilliscus phillipsi,포유류,MAMMALIA,LC,0,1.5,False
Gerbilliscus robustus,포유류,MAMMALIA,LC,0,1.5,False
Gerbilliscus validus,포유류,MAMMALIA,LC,0,1.5,False
Gerbillus amoenus,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus andersoni,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus aquilus,포유류,MAMMALIA,LC,0,2.0,True
Gerbillus campestris,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus cheesmani,포유류,MAMMALIA,LC,0,2.0,True
Gerbillus dasyurus,포유류,MAMMALIA,LC,0,2.0,True
Gerbillus dunni,포유류,MAMMALIA,LC,0,2.0,True
Gerbillus famulus,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus floweri,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus gerbillus,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus gleadowi,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus harwoodi,포유류,MAMMALIA,LC,0,2.0,True
Gerbillus henleyi,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus juliani,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus maghrebi,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus mesopotamiae,포유류,MAMMALIA,LC,0,2.0,True
Gerbillus nanus,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus nigeriae,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus perpallidus,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus poecilops,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus pulvinatus,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus pusillus,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus pyramidum,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus rosalinda,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus rupicola,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus simoni,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus tarabuli,포유류,MAMMALIA,LC,0,2.5,False
Gerbillus watersi,포유류,MAMMALIA,LC,0,2.5,False
Glaucomys sabrinus,포유류,MAMMALIA,LC,0,4.5,False
Glaucomys volans,포유류,MAMMALIA,LC,0,5.0,True
Glauconycteris alboguttata,포유류,MAMMALIA,LC,0,5.63,True
Glauconycteris argentata,포유류,MAMMALIA,LC,0,5.63,True
Glauconycteris beatrix,포유류,MAMMALIA,LC,0,5.63,True
Glauconycteris poensis,포유류,MAMMALIA,LC,0,5.63,True
Glauconycteris superba,포유류,MAMMALIA,LC,0,5.63,True
Glauconycteris variegata,포유류,MAMMALIA,LC,0,5.62,True
Glirulus japonicus,포유류,MAMMALIA,LC,0,2.0,True
Glis glis,포유류,MAMMALIA,LC,0,3.0,True
Glischropus tylopus,포유류,MAMMALIA,LC,0,5.6,True
Golunda ellioti,포유류,MAMMALIA,LC,0,1.5,False
Grammomys cometes,포유류,MAMMALIA,LC,0,1.5,False
Grammomys dolichurus,포유류,MAMMALIA,LC,0,1.5,False
Grammomys ibeanus,포유류,MAMMALIA,LC,0,1.5,False
Grammomys kuru,포유류,MAMMALIA,LC,0,1.5,False
Grammomys macmillani,포유류,MAMMALIA,LC,0,1.5,False
Grampus griseus,포유류,MAMMALIA,LC,0,19.6,True
Graomys domorum,포유류,MAMMALIA,LC,0,2.0,True
Graomys griseoflavus,포유류,MAMMALIA,LC,0,1.5,False
Graphiurus christyi,포유류,MAMMALIA,LC,0,2.0,True
Graphiurus kelleni,포유류,MAMMALIA,LC,0,2.0,True
Graphiurus lorraineus,포유류,MAMMALIA,LC,0,1.5,False
Graphiurus microtis,포유류,MAMMALIA,LC,0,2.5,False
Graphiurus murinus,포유류,MAMMALIA,LC,0,2.5,False
Graphiurus nagtglasii,포유류,MAMMALIA,LC,0,2.0,True
Graphiurus ocularis,포유류,MAMMALIA,LC,0,2.0,True
Graphiurus platyops,포유류,MAMMALIA,LC,0,2.0,True
Graphiurus rupicola,포유류,MAMMALIA,LC,0,2.5,False
Gulo gulo,포유류,MAMMALIA,LC,0,7.5,False
Gymnuromys roberti,포유류,MAMMALIA,LC,0,1.5,False
Halichoerus grypus,포유류,MAMMALIA,LC,0,16.5,True
Handleyomys fuscatus,포유류,MAMMALIA,LC,0,1.5,False
Handleyomys intectus,포유류,MAMMALIA,LC,0,1.5,False
Heimyscus fumosus,포유류,MAMMALIA,LC,0,1.5,False
Heliophobius argenteocinereus,포유류,MAMMALIA,LC,0,2.0,True
Heliosciurus gambianus,포유류,MAMMALIA,LC,0,3.5,False
Heliosciurus mutabilis,포유류,MAMMALIA,LC,0,3.5,False
Heliosciurus rufobrachium,포유류,MAMMALIA,LC,0,3.5,False
Heliosciurus ruwenzorii,포유류,MAMMALIA,LC,0,3.5,False
Helogale hirtula,포유류,MAMMALIA,LC,0,4.0,True
Helogale parvula,포유류,MAMMALIA,LC,0,4.0,True
Hemiechinus auritus,포유류,MAMMALIA,VU,2,2.5,False
Hemiechinus collaris,포유류,MAMMALIA,LC,0,2.5,False
Herpailurus yagouaroundi,포유류,MAMMALIA,NT,1,6.0,True
Herpestes flavescens,포유류,MAMMALIA,LC,0,3.0,True
Herpestes ochraceus,포유류,MAMMALIA,LC,0,3.0,True
Herpestes pulverulentus,포유류,MAMMALIA,LC,0,3.0,True
Herpestes sanguineus,포유류,MAMMALIA,LC,0,3.0,True
Heterocephalus glaber,포유류,MAMMALIA,LC,0,5.0,True
Heterogeomys cherriei,포유류,MAMMALIA,LC,0,2.0,True
Heterogeomys dariensis,포유류,MAMMALIA,LC,0,2.0,True
Heteromys adspersus,포유류,MAMMALIA,LC,0,2.0,True
Heteromys anomalus,포유류,MAMMALIA,LC,0,2.0,True
Heteromys australis,포유류,MAMMALIA,LC,0,3.0,True
Heteromys desmarestianus,포유류,MAMMALIA,LC,0,2.0,True
Heteromys gaumeri,포유류,MAMMALIA,LC,0,2.0,True
Heteromys irroratus,포유류,MAMMALIA,LC,0,2.0,True
Heteromys oresterus,포유류,MAMMALIA,LC,0,2.0,True
Heteromys pictus,포유류,MAMMALIA,LC,0,2.0,True
Heteromys salvini,포유류,MAMMALIA,LC,0,2.0,True
Hipposideros abae,포유류,MAMMALIA,LC,0,5.0,True
Hipposideros beatus,포유류,MAMMALIA,LC,0,5.0,True
Hipposideros caffer,포유류,MAMMALIA,LC,0,5.0,True
Hipposideros calcaratus,포유류,MAMMALIA,LC,0,5.0,True
Hipposideros cyclops,무척추/식물/기타,,LC,0,5.0,True
Hipposideros diadema,포유류,MAMMALIA,LC,0,5.0,True
Hipposideros fuliginosus,포유류,MAMMALIA,LC,0,5.0,True
Hipposideros gigas,무척추/식물/기타,,LC,0,5.0,True
Hipposideros grandis,포유류,MAMMALIA,LC,0,5.0,True
Hipposideros madurae,포유류,MAMMALIA,NT,1,5.0,True
Hipposideros megalotis,포유류,MAMMALIA,LC,0,5.0,True
Hipposideros ruber,포유류,MAMMALIA,LC,0,5.0,True
Hipposideros sumbae,포유류,MAMMALIA,LC,0,5.0,True
Hipposideros thomensis,무척추/식물/기타,,LC,0,5.0,True
Hippotragus equinus,포유류,MAMMALIA,LC,0,7.5,True
Histriophoca fasciata,포유류,MAMMALIA,LC,0,10.4,True
Hodomys alleni,포유류,MAMMALIA,LC,0,2.0,True
Holochilus brasiliensis,포유류,MAMMALIA,LC,0,2.0,True
Holochilus chacarius,포유류,MAMMALIA,LC,0,2.0,True
Holochilus sciureus,포유류,MAMMALIA,LC,0,2.0,True
Hoplomys gymnurus,포유류,MAMMALIA,LC,0,5.5,False
Hybomys planifrons,포유류,MAMMALIA,LC,0,1.5,False
Hybomys trivirgatus,포유류,MAMMALIA,LC,0,1.5,False
Hybomys univittatus,포유류,MAMMALIA,LC,0,1.5,False
Hydromys chrysogaster,포유류,MAMMALIA,LC,0,3.0,True
Hydrurga leptonyx,포유류,MAMMALIA,LC,0,10.4,True
