scientific_name,iucn_class,taxon,iucn_category,iucn_rli,consensus_score,lw5,intervention_tier,diff,is_extinct,pop_source,iucn_trend,ews,pva,iucn_layer,primary_driver,confidence
Bromus interruptus,LILIOPSIDA,무척추/식물/기타,EW,5,100.0,5.0,EX,0.0,True,none/extinct,,100.0,100.0,100,이미 절멸 — 회고 단계,1.0
Corypha taliera,LILIOPSIDA,무척추/식물/기타,EW,5,100.0,5.0,EX,0.0,True,none/extinct,,100.0,100.0,100,이미 절멸 — 회고 단계,1.0
Xiphophorus meyeri,ACTINOPTERYGII,어류,EW,5,100.0,5.0,EX,0.0,True,none/extinct,,100.0,100.0,100,이미 절멸 — 회고 단계,1.0
Anaxyrus baxteri,AMPHIBIA,양서류,EW,5,100.0,5.0,EX,0.0,True,none/extinct,,100.0,100.0,100,이미 절멸 — 회고 단계,1.0
Mangifera casturi,MAGNOLIOPSIDA,무척추/식물/기타,EW,5,100.0,5.0,EX,0.0,True,none/extinct,,100.0,100.0,100,이미 절멸 — 회고 단계,1.0
Partula suturalis vexillum,GASTROPODA,무척추/식물/기타,EW,5,100.0,5.0,EX,0.0,True,none/extinct,,100.0,100.0,100,이미 절멸 — 회고 단계,1.0
Partula suturalis strigosa,GASTROPODA,무척추/식물/기타,EW,5,100.0,5.0,EX,0.0,True,none/extinct,,100.0,100.0,100,이미 절멸 — 회고 단계,1.0
Ursus thibetanus ussuricus,MAMMALIA,포유류,VU,2,73.1,3.655,T3,1.6549999999999998,False,mature_individuals,Decreasing,88.07970779778823,73.07333333333334,95,IUCN/유전 임계값,0.6
Naemorhedus caudatus,MAMMALIA,포유류,VU,2,55.2,2.7600000000000002,T2,0.7600000000000002,False,mature_individuals,Decreasing,88.07970779778823,44.56666666666666,55,EWS 신호,0.6
Lutra lutra,MAMMALIA,포유류,NT,1,0.0,0.0,T0,-1.0,False,mature_individuals,Increasing,11.920292202211755,0.0,30,IUCN/유전 임계값,0.6
Nipponia nippon,AVES,조류,EN,3,0.4,0.02,T0,-2.98,False,mature_individuals,Increasing,11.920292202211755,0.0,55,IUCN/유전 임계값,0.6
Ciconia boyciana,AVES,조류,EN,3,54.6,2.73,T2,-0.27,False,mature_individuals,Decreasing,88.07970779778823,42.96666666666666,55,EWS 신호,0.6
Panthera tigris altaica,MAMMALIA,포유류,EN,3,66.5,3.325,T3,0.3250000000000002,False,mature_individuals,Decreasing,88.07970779778823,44.65333333333333,80,EWS 신호,0.6
Canis lupus coreanus,MAMMALIA,포유류,LC,0,100.0,5.0,EX,5.0,False,iucn_population_size,Stable,100.0,100.0,100,이미 절멸 — 회고 단계,1.0
Cervus nippon hortulorum,MAMMALIA,포유류,LC,0,100.0,5.0,EX,5.0,False,none/extinct,Increasing,100.0,100.0,100,이미 절멸 — 회고 단계,1.0
Cercopithecus dryas,,무척추/식물/기타,EN,3,70.0,3.5,T3,0.5,False,iucn_population_size,Unknown,66.07563687658173,28.573333333333327,95,IUCN/유전 임계값,0.6
Oreonax flavicauda,,무척추/식물/기타,CR,4,44.7,2.2350000000000003,T2,-1.7649999999999997,False,iucn_population_size,Decreasing,88.07970779778823,41.43666666666667,30,EWS 신호,0.6
Zyzomys palatalis,MAMMALIA,포유류,CR,4,22.6,1.1300000000000001,T1,-2.87,False,iucn_population_size,Unknown,66.07563687658173,9.266666666666666,55,EWS 신호,0.6
Lepilemur wrightae,MAMMALIA,포유류,EN,3,50.1,2.505,T2,-0.4950000000000001,False,iucn_population_size,Decreasing,88.07970779778823,41.82666666666666,55,EWS 신호,0.6
Bison bonasus,MAMMALIA,포유류,NT,1,17.3,0.865,T0,-0.135,False,iucn_population_size,Stable,50.0,0.27999999999999997,55,IUCN/유전 임계값,0.6
Capra aegagrus,MAMMALIA,포유류,NT,1,10.5,0.525,T0,-0.475,False,iucn_population_size,Stable,50.0,0.09333333333333332,10,EWS 신호,0.6
Isoodon auratus,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.09333333333333332,10,EWS 신호,0.6
Lagorchestes hirsutus,MAMMALIA,포유류,NT,1,6.6,0.32999999999999996,T0,-0.67,False,iucn_population_size,Increasing,11.920292202211755,0.0,30,IUCN/유전 임계값,0.6
Leopardus guigna,MAMMALIA,포유류,LC,0,15.2,0.76,T0,0.76,False,iucn_population_size,Unknown,66.07563687658173,6.59,10,EWS 신호,0.6
Notomys fuscus,MAMMALIA,포유류,NT,1,10.5,0.525,T0,-0.475,False,iucn_population_size,Stable,50.0,0.06999999999999999,10,EWS 신호,0.6
Syconycteris carolinae,MAMMALIA,포유류,NT,1,40.6,2.0300000000000002,T2,1.0300000000000002,False,iucn_population_size,Decreasing,88.07970779778823,41.86333333333333,10,EWS 신호,0.6
Antilope cervicapra,MAMMALIA,포유류,LC,0,15.3,0.765,T0,0.765,False,iucn_population_size,Unknown,66.07563687658173,7.226666666666666,10,EWS 신호,0.6
Bettongia gaimardi,MAMMALIA,포유류,NT,1,15.0,0.75,T0,-0.25,False,iucn_population_size,Unknown,66.07563687658173,6.133333333333332,10,EWS 신호,0.6
Bettongia lesueur,MAMMALIA,포유류,NT,1,10.5,0.525,T0,-0.475,False,iucn_population_size,Stable,50.0,0.09333333333333332,10,EWS 신호,0.6
Bison bison,MAMMALIA,포유류,NT,1,10.6,0.53,T0,-0.47,False,iucn_population_size,Stable,50.0,0.25666666666666665,10,EWS 신호,0.6
Capra cylindricornis,MAMMALIA,포유류,NT,1,10.5,0.525,T0,-0.475,False,iucn_population_size,Stable,50.0,0.11666666666666668,10,EWS 신호,0.6
Capra falconeri,MAMMALIA,포유류,NT,1,6.6,0.32999999999999996,T0,-0.67,False,iucn_population_size,Increasing,11.920292202211755,0.0,30,IUCN/유전 임계값,0.6
Chrysocyon brachyurus,MAMMALIA,포유류,NT,1,15.3,0.765,T0,-0.235,False,iucn_population_size,Unknown,66.07563687658173,6.99,10,EWS 신호,0.6
Dasyurus geoffroii,MAMMALIA,포유류,NT,1,13.5,0.675,T0,-0.32499999999999996,False,iucn_population_size,Stable,50.0,0.09333333333333332,30,EWS 신호,0.6
Dasyurus maculatus,MAMMALIA,포유류,NT,1,40.2,2.0100000000000002,T2,1.0100000000000002,False,iucn_population_size,Decreasing,88.07970779778823,40.73,10,EWS 신호,0.6
Dendrolagus lumholtzi,MAMMALIA,포유류,NT,1,15.3,0.765,T0,-0.235,False,iucn_population_size,Unknown,66.07563687658173,7.066666666666667,10,EWS 신호,0.6
Eudorcas thomsonii,MAMMALIA,포유류,LC,0,40.1,2.005,T2,2.005,False,iucn_population_size,Decreasing,88.07970779778823,40.51,10,EWS 신호,0.6
Genetta piscivora,MAMMALIA,포유류,NT,1,40.5,2.025,T2,1.025,False,iucn_population_size,Decreasing,88.07970779778823,41.64333333333333,10,EWS 신호,0.6
Hyaena hyaena,MAMMALIA,포유류,NT,1,40.5,2.025,T2,1.025,False,iucn_population_size,Decreasing,88.07970779778823,41.57333333333333,10,EWS 신호,0.6
Lasiorhinus latifrons,MAMMALIA,포유류,LC,0,3.6,0.18,T0,0.18,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Leporillus conditor,MAMMALIA,포유류,NT,1,22.2,1.1099999999999999,T1,0.10999999999999988,False,iucn_population_size,Unknown,66.07563687658173,7.736666666666666,55,EWS 신호,0.6
Mastacomys fuscus,MAMMALIA,포유류,NT,1,40.3,2.0149999999999997,T2,1.0149999999999997,False,iucn_population_size,Decreasing,88.07970779778823,41.04,10,EWS 신호,0.6
Monodon monoceros,MAMMALIA,포유류,VU,2,44.7,2.2350000000000003,T2,0.23500000000000032,False,iucn_population_size,Decreasing,88.07970779778823,41.38999999999999,30,EWS 신호,0.6
Notomys cervinus,MAMMALIA,포유류,NT,1,13.5,0.675,T0,-0.32499999999999996,False,iucn_population_size,Stable,50.0,0.13999999999999999,30,EWS 신호,0.6
Ornithorhynchus anatinus,MAMMALIA,포유류,NT,1,40.1,2.005,T2,1.005,False,iucn_population_size,Decreasing,88.07970779778823,40.43333333333333,10,EWS 신호,0.6
Otocolobus manul,MAMMALIA,포유류,LC,0,40.2,2.0100000000000002,T2,2.0100000000000002,False,iucn_population_size,Decreasing,88.07970779778823,40.709999999999994,10,EWS 신호,0.6
Ozotoceros bezoarticus,MAMMALIA,포유류,NT,1,40.7,2.035,T2,1.0350000000000001,False,iucn_population_size,Decreasing,88.07970779778823,42.096666666666664,10,EWS 신호,0.6
Pantholops hodgsonii,MAMMALIA,포유류,NT,1,3.6,0.18,T0,-0.8200000000000001,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Parahyaena brunnea,MAMMALIA,포유류,NT,1,10.6,0.53,T0,-0.47,False,iucn_population_size,Stable,50.0,0.27999999999999997,10,EWS 신호,0.6
Petrogale godmani,MAMMALIA,포유류,NT,1,40.6,2.0300000000000002,T2,1.0300000000000002,False,iucn_population_size,Decreasing,88.07970779778823,41.81333333333333,10,EWS 신호,0.6
Petrogale mareeba,MAMMALIA,포유류,NT,1,10.6,0.53,T0,-0.47,False,iucn_population_size,Stable,50.0,0.18666666666666665,10,EWS 신호,0.6
Petrogale purpureicollis,MAMMALIA,포유류,NT,1,40.3,2.0149999999999997,T2,1.0149999999999997,False,iucn_population_size,Decreasing,88.07970779778823,41.13333333333333,10,EWS 신호,0.6
Phascogale calura,MAMMALIA,포유류,NT,1,40.3,2.0149999999999997,T2,1.0149999999999997,False,iucn_population_size,Decreasing,88.07970779778823,41.06666666666666,10,EWS 신호,0.6
Phascogale tapoatafa,MAMMALIA,포유류,NT,1,40.3,2.0149999999999997,T2,1.0149999999999997,False,iucn_population_size,Decreasing,88.07970779778823,41.086666666666666,10,EWS 신호,0.6
Potorous tridactylus,MAMMALIA,포유류,NT,1,39.8,1.9899999999999998,T1,0.9899999999999998,False,iucn_population_size,Decreasing,88.07970779778823,39.79333333333333,10,EWS 신호,0.6
Procapra picticaudata,MAMMALIA,포유류,NT,1,40.0,2.0,T2,1.0,False,iucn_population_size,Decreasing,88.07970779778823,40.33333333333333,10,EWS 신호,0.6
Pseudantechinus mimulus,MAMMALIA,포유류,NT,1,40.3,2.0149999999999997,T2,1.0149999999999997,False,iucn_population_size,Decreasing,88.07970779778823,40.97333333333333,10,EWS 신호,0.6
Pseudochirulus cinereus,MAMMALIA,포유류,NT,1,40.1,2.005,T2,1.005,False,iucn_population_size,Decreasing,88.07970779778823,40.68666666666667,10,EWS 신호,0.6
Sminthopsis bindi,MAMMALIA,포유류,NT,1,40.6,2.0300000000000002,T2,1.0300000000000002,False,iucn_population_size,Decreasing,88.07970779778823,41.773333333333326,10,EWS 신호,0.6
Sminthopsis douglasi,MAMMALIA,포유류,NT,1,40.1,2.005,T2,1.005,False,iucn_population_size,Decreasing,88.07970779778823,40.68,10,EWS 신호,0.6
Taphozous australis,MAMMALIA,포유류,NT,1,40.3,2.0149999999999997,T2,1.0149999999999997,False,iucn_population_size,Decreasing,88.07970779778823,40.96666666666667,10,EWS 신호,0.6
Tragelaphus imberbis,MAMMALIA,포유류,NT,1,40.4,2.02,T2,1.02,False,iucn_population_size,Decreasing,88.07970779778823,41.269999999999996,10,EWS 신호,0.6
Urocyon littoralis,MAMMALIA,포유류,NT,1,6.6,0.32999999999999996,T0,-0.67,False,iucn_population_size,Increasing,11.920292202211755,0.0,30,IUCN/유전 임계값,0.6
Uromys hadrourus,MAMMALIA,포유류,NT,1,10.5,0.525,T0,-0.475,False,iucn_population_size,Stable,50.0,0.11666666666666668,10,EWS 신호,0.6
Wyulda squamicaudata,MAMMALIA,포유류,NT,1,40.5,2.025,T2,1.025,False,iucn_population_size,Decreasing,88.07970779778823,41.47666666666666,10,EWS 신호,0.6
Antechinomys laniger,MAMMALIA,포유류,LC,0,40.2,2.0100000000000002,T2,2.0100000000000002,False,iucn_population_size,Decreasing,88.07970779778823,40.71333333333334,10,EWS 신호,0.6
Antidorcas marsupialis,MAMMALIA,포유류,LC,0,3.6,0.18,T0,0.18,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Arctocephalus australis,MAMMALIA,포유류,LC,0,3.6,0.18,T0,0.18,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Arctocephalus forsteri,MAMMALIA,포유류,LC,0,3.6,0.18,T0,0.18,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Arctocephalus philippii,MAMMALIA,포유류,LC,0,3.6,0.18,T0,0.18,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Arctocephalus pusillus,MAMMALIA,포유류,LC,0,3.6,0.18,T0,0.18,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Arctocephalus townsendi,MAMMALIA,포유류,LC,0,3.6,0.18,T0,0.18,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Arctocephalus tropicalis,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.16333333333333333,10,EWS 신호,0.6
Balaena mysticetus,MAMMALIA,포유류,VU,2,60.0,3.0,T3,1.0,False,iucn_population_size,Increasing,11.920292202211755,0.0,95,IUCN/유전 임계값,0.6
Boselaphus tragocamelus,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.09333333333333332,10,EWS 신호,0.6
Capra ibex,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.02333333333333333,10,EWS 신호,0.6
Capra sibirica,MAMMALIA,포유류,NT,1,40.1,2.005,T2,1.005,False,iucn_population_size,Decreasing,88.07970779778823,40.586666666666666,10,EWS 신호,0.6
Capreolus capreolus,MAMMALIA,포유류,LC,0,3.6,0.18,T0,0.18,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Castor fiber,MAMMALIA,포유류,LC,0,3.6,0.18,T0,0.18,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Connochaetes gnou,MAMMALIA,포유류,LC,0,3.6,0.18,T0,0.18,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Ctenomys peruanus,MAMMALIA,포유류,CR,4,90.5,4.525,T4,0.5250000000000004,False,iucn_population_size,Decreasing,88.07970779778823,89.62333333333333,95,IUCN/유전 임계값,0.6
Equus kiang,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.06999999999999999,10,EWS 신호,0.6
Gazella bennettii,MAMMALIA,포유류,LC,0,40.2,2.0100000000000002,T2,2.0100000000000002,False,iucn_population_size,Decreasing,88.07970779778823,40.779999999999994,10,EWS 신호,0.6
Gulo gulo,MAMMALIA,포유류,LC,0,17.3,0.865,T0,0.865,False,iucn_population_size,Stable,50.0,0.30333333333333334,55,IUCN/유전 임계값,0.6
Halichoerus grypus,MAMMALIA,포유류,LC,0,3.6,0.18,T0,0.18,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Herpailurus yagouaroundi,MAMMALIA,포유류,NT,1,40.3,2.0149999999999997,T2,1.0149999999999997,False,iucn_population_size,Decreasing,88.07970779778823,40.97666666666667,10,EWS 신호,0.6
Hippotragus equinus,MAMMALIA,포유류,LC,0,40.1,2.005,T2,2.005,False,iucn_population_size,Decreasing,88.07970779778823,40.519999999999996,10,EWS 신호,0.6
Histriophoca fasciata,MAMMALIA,포유류,LC,0,15.2,0.76,T0,0.76,False,iucn_population_size,Unknown,66.07563687658173,6.696666666666666,10,EWS 신호,0.6
Hydrurga leptonyx,MAMMALIA,포유류,LC,0,15.3,0.765,T0,0.765,False,iucn_population_size,Unknown,66.07563687658173,7.12,10,EWS 신호,0.6
Isoodon obesulus,MAMMALIA,포유류,LC,0,40.2,2.0100000000000002,T2,2.0100000000000002,False,iucn_population_size,Decreasing,88.07970779778823,40.85333333333334,10,EWS 신호,0.6
Lama guanicoe,MAMMALIA,포유류,LC,0,3.6,0.18,T0,0.18,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Leptonychotes weddellii,MAMMALIA,포유류,LC,0,15.1,0.755,T0,0.755,False,iucn_population_size,Unknown,66.07563687658173,6.1933333333333325,10,EWS 신호,0.6
Lobodon carcinophaga,MAMMALIA,포유류,LC,0,15.2,0.76,T0,0.76,False,iucn_population_size,Unknown,66.07563687658173,6.513333333333334,10,EWS 신호,0.6
Lycalopex vetulus,MAMMALIA,포유류,NT,1,40.3,2.0149999999999997,T2,1.0149999999999997,False,iucn_population_size,Decreasing,88.07970779778823,41.209999999999994,10,EWS 신호,0.6
Marmota olympus,MAMMALIA,포유류,LC,0,50.4,2.52,T2,2.52,False,iucn_population_size,Decreasing,88.07970779778823,42.54666666666667,55,EWS 신호,0.6
Microtus tatricus,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.06999999999999999,10,EWS 신호,0.6
Mirounga angustirostris,MAMMALIA,포유류,LC,0,3.6,0.18,T0,0.18,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Mustela eversmanii,MAMMALIA,포유류,EN,3,50.2,2.5100000000000002,T2,-0.48999999999999977,False,iucn_population_size,Decreasing,88.07970779778823,41.93666666666667,55,EWS 신호,0.6
Myzopoda schliemanni,MAMMALIA,포유류,LC,0,15.1,0.755,T0,0.755,False,iucn_population_size,Unknown,66.07563687658173,6.446666666666665,10,EWS 신호,0.6
Notoryctes caurinus,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.11666666666666668,10,EWS 신호,0.6
Notoryctes typhlops,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.11666666666666668,10,EWS 신호,0.6
Ommatophoca rossii,MAMMALIA,포유류,LC,0,15.3,0.765,T0,0.765,False,iucn_population_size,Unknown,66.07563687658173,7.06,10,EWS 신호,0.6
Oreamnos americanus,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.02333333333333333,10,EWS 신호,0.6
Otaria byronia,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.02333333333333333,10,EWS 신호,0.6
Ovis canadensis,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.04666666666666666,10,EWS 신호,0.6
Ovis dalli,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.09333333333333332,10,EWS 신호,0.6
Petrogale brachyotis,MAMMALIA,포유류,LC,0,15.3,0.765,T0,0.765,False,iucn_population_size,Unknown,66.07563687658173,7.196666666666666,10,EWS 신호,0.6
Phoca largha,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.04666666666666666,10,EWS 신호,0.6
Plecotus kolombatovici,MAMMALIA,포유류,LC,0,40.6,2.0300000000000002,T2,2.0300000000000002,False,iucn_population_size,Decreasing,88.07970779778823,41.949999999999996,10,EWS 신호,0.6
Procapra gutturosa,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.13999999999999999,10,EWS 신호,0.6
Pronolagus rupestris,MAMMALIA,포유류,LC,0,15.3,0.765,T0,0.765,False,iucn_population_size,Unknown,66.07563687658173,7.1499999999999995,10,EWS 신호,0.6
Pronolagus saundersiae,MAMMALIA,포유류,LC,0,15.4,0.77,T0,0.77,False,iucn_population_size,Unknown,66.07563687658173,7.576666666666666,10,EWS 신호,0.6
Pseudantechinus bilarni,MAMMALIA,포유류,NT,1,40.2,2.0100000000000002,T2,1.0100000000000002,False,iucn_population_size,Decreasing,88.07970779778823,40.849999999999994,10,EWS 신호,0.6
Pseudochirops archeri,MAMMALIA,포유류,NT,1,39.9,1.9949999999999999,T1,0.9949999999999999,False,iucn_population_size,Decreasing,88.07970779778823,40.10999999999999,10,EWS 신호,0.6
Pusa sibirica,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.09333333333333332,10,EWS 신호,0.6
Rupicapra pyrenaica,MAMMALIA,포유류,LC,0,3.6,0.18,T0,0.18,False,iucn_population_size,Increasing,11.920292202211755,0.0,10,EWS 신호,0.6
Rupicapra rupicapra,MAMMALIA,포유류,LC,0,15.2,0.76,T0,0.76,False,iucn_population_size,Unknown,66.07563687658173,6.679999999999999,10,EWS 신호,0.6
Sminthopsis dolichura,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.06999999999999999,10,EWS 신호,0.6
Sminthopsis leucopus,MAMMALIA,포유류,LC,0,10.5,0.525,T0,0.525,False,iucn_population_size,Stable,50.0,0.16333333333333333,10,EWS 신호,0.6
