scientific_name,iucn_class,taxon_group,iucn_category,iucn_score
Dasypus kappleri,MAMMALIA,포유류,LC,0
Dasypus novemcinctus,MAMMALIA,포유류,LC,0
Dasypus septemcinctus,MAMMALIA,포유류,LC,0
Delomys collinus,MAMMALIA,포유류,LC,0
Delomys dorsalis,MAMMALIA,포유류,LC,0
Delomys sublineatus,MAMMALIA,포유류,LC,0
Deltamys kempi,MAMMALIA,포유류,LC,0
Dendrogale murina,MAMMALIA,포유류,LC,0
Dendrohyrax arboreus,MAMMALIA,포유류,LC,0
Dendrohyrax dorsalis,MAMMALIA,포유류,LC,0
Dendromus insignis,MAMMALIA,포유류,LC,0
Dendromus kivu,MAMMALIA,포유류,LC,0
Dendromus lovati,MAMMALIA,포유류,LC,0
Dendromus mesomelas,MAMMALIA,포유류,LC,0
Dendromus messorius,MAMMALIA,포유류,LC,0
Dendromus mystacalis,MAMMALIA,포유류,LC,0
Dendromus oreas,MAMMALIA,포유류,LC,0
Deomys ferrugineus,MAMMALIA,포유류,LC,0
Dephomys defua,MAMMALIA,포유류,LC,0
Dermanura anderseni,MAMMALIA,포유류,LC,0
Dermanura azteca,MAMMALIA,포유류,LC,0
Dermanura cinerea,MAMMALIA,포유류,LC,0
Dermanura glauca,MAMMALIA,포유류,LC,0
Dermanura gnoma,MAMMALIA,포유류,LC,0
Dermanura phaeotis,MAMMALIA,포유류,LC,0
Dermanura tolteca,MAMMALIA,포유류,LC,0
Dermanura watsoni,MAMMALIA,포유류,LC,0
Desmodilliscus braueri,MAMMALIA,포유류,LC,0
Desmodillus auricularis,MAMMALIA,포유류,LC,0
Desmodus rotundus,MAMMALIA,포유류,LC,0
Desmomys harringtoni,MAMMALIA,포유류,LC,0
Diclidurus albus,MAMMALIA,포유류,LC,0
Diclidurus isabella,MAMMALIA,포유류,LC,0
Diclidurus scutatus,MAMMALIA,포유류,LC,0
Dicrostonyx groenlandicus,MAMMALIA,포유류,LC,0
Dicrostonyx hudsonius,MAMMALIA,포유류,LC,0
Dicrostonyx nelsoni,MAMMALIA,포유류,LC,0
Dicrostonyx nunatakensis,MAMMALIA,포유류,LC,0
Dicrostonyx richardsoni,MAMMALIA,포유류,LC,0
Dicrostonyx torquatus,MAMMALIA,포유류,LC,0
Didelphis albiventris,MAMMALIA,포유류,LC,0
Didelphis aurita,MAMMALIA,포유류,LC,0
Didelphis imperfecta,MAMMALIA,포유류,LC,0
Didelphis marsupialis,MAMMALIA,포유류,LC,0
Didelphis pernigra,MAMMALIA,포유류,LC,0
Didelphis virginiana,MAMMALIA,포유류,LC,0
Diphylla ecaudata,MAMMALIA,포유류,LC,0
Diplomys labilis,MAMMALIA,포유류,LC,0
Dipodomys agilis,MAMMALIA,포유류,LC,0
Dipodomys californicus,MAMMALIA,포유류,LC,0
Dipodomys compactus,MAMMALIA,포유류,LC,0
Dipodomys deserti,MAMMALIA,포유류,LC,0
Dipodomys heermanni,MAMMALIA,포유류,LC,0
Dipodomys merriami,MAMMALIA,포유류,LC,0
Dipodomys microps,MAMMALIA,포유류,LC,0
Dipodomys nelsoni,MAMMALIA,포유류,LC,0
Dipodomys ordii,MAMMALIA,포유류,LC,0
Dipodomys panamintinus,MAMMALIA,포유류,LC,0
Dipodomys phillipsii,MAMMALIA,포유류,LC,0
Dipodomys simulans,MAMMALIA,포유류,LC,0
Dipodomys venustus,MAMMALIA,포유류,LC,0
Distoechurus pennatus,MAMMALIA,포유류,LC,0
Dobsonia anderseni,MAMMALIA,포유류,LC,0
Dobsonia beauforti,MAMMALIA,포유류,LC,0
Dobsonia crenulata,MAMMALIA,포유류,LC,0
Dobsonia exoleta,MAMMALIA,포유류,LC,0
Dobsonia inermis,MAMMALIA,포유류,LC,0
Dobsonia minor,MAMMALIA,포유류,LC,0
Dobsonia moluccensis,MAMMALIA,포유류,LC,0
Dobsonia peronii,MAMMALIA,포유류,LC,0
Dobsonia praedatrix,MAMMALIA,포유류,LC,0
Dobsonia viridis,MAMMALIA,포유류,LC,0
Dolichotis salinicola,MAMMALIA,포유류,LC,0
Dorcopsis hageni,MAMMALIA,포유류,LC,0
Dorcopsis muelleri,MAMMALIA,포유류,LC,0
Dorcopsulus macleayi,MAMMALIA,포유류,LC,0
Dremomys everetti,MAMMALIA,포유류,LC,0
Dremomys gularis,MAMMALIA,포유류,LC,0
Dremomys lokriah,MAMMALIA,포유류,LC,0
Dremomys pernyi,MAMMALIA,포유류,LC,0
Dremomys pyrrhomerus,MAMMALIA,포유류,LC,0
Dremomys rufigenis,MAMMALIA,포유류,LC,0
Dryomys nitedula,MAMMALIA,포유류,LC,0
Dymecodon pilirostris,MAMMALIA,포유류,LC,0
Echimys chrysurus,MAMMALIA,포유류,LC,0
Echinops telfairi,MAMMALIA,포유류,LC,0
Echinosorex gymnura,MAMMALIA,포유류,LC,0
Echymipera clara,MAMMALIA,포유류,LC,0
Echymipera kalubu,MAMMALIA,포유류,LC,0
Echymipera rufescens,MAMMALIA,포유류,LC,0
Eira barbara,MAMMALIA,포유류,LC,0
Elephantulus brachyrhynchus,MAMMALIA,포유류,LC,0
Elephantulus edwardii,MAMMALIA,포유류,LC,0
Elephantulus intufi,MAMMALIA,포유류,LC,0
Elephantulus myurus,MAMMALIA,포유류,LC,0
Elephantulus rupestris,MAMMALIA,포유류,LC,0
Eligmodontia moreni,MAMMALIA,포유류,LC,0
Eligmodontia morgani,MAMMALIA,포유류,LC,0
Eligmodontia puerulus,MAMMALIA,포유류,LC,0
Eligmodontia typus,MAMMALIA,포유류,LC,0
Eliomys melanurus,MAMMALIA,포유류,LC,0
Eliurus carletoni,MAMMALIA,포유류,LC,0
Eliurus danieli,MAMMALIA,포유류,LC,0
Eliurus grandidieri,MAMMALIA,포유류,LC,0
Eliurus majori,MAMMALIA,포유류,LC,0
Eliurus minor,MAMMALIA,포유류,LC,0
Eliurus myoxinus,MAMMALIA,포유류,LC,0
Eliurus tanala,MAMMALIA,포유류,LC,0
Eliurus webbi,MAMMALIA,포유류,LC,0
Ellobius fuscocapillus,MAMMALIA,포유류,LC,0
Ellobius lutescens,MAMMALIA,포유류,LC,0
Ellobius talpinus,MAMMALIA,포유류,VU,2
Ellobius tancrei,MAMMALIA,포유류,LC,0
Emballonura alecto,MAMMALIA,포유류,LC,0
Emballonura beccarii,MAMMALIA,포유류,LC,0
Emballonura dianae,MAMMALIA,포유류,LC,0
Emballonura monticola,MAMMALIA,포유류,LC,0
Emballonura raffrayana,MAMMALIA,포유류,LC,0
Enchisthenes hartii,MAMMALIA,포유류,LC,0
Eoglaucomys fimbriatus,MAMMALIA,포유류,LC,0
Eolagurus luteus,MAMMALIA,포유류,LC,0
Eolagurus przewalskii,MAMMALIA,포유류,LC,0
Eonycteris spelaea,MAMMALIA,포유류,LC,0
Eospalax fontanierii,MAMMALIA,포유류,LC,0
Eospalax rothschildi,MAMMALIA,포유류,LC,0
Eospalax smithii,MAMMALIA,포유류,LC,0
Eothenomys cachinus,MAMMALIA,포유류,LC,0
Eothenomys chinensis,MAMMALIA,포유류,LC,0
Eothenomys custos,MAMMALIA,포유류,LC,0
Eothenomys melanogaster,MAMMALIA,포유류,LC,0
Eothenomys miletus,MAMMALIA,포유류,LC,0
Eothenomys olitor,MAMMALIA,포유류,LC,0
Eozapus setchuanus,MAMMALIA,포유류,LC,0
Episoriculus caudatus,MAMMALIA,포유류,LC,0
Episoriculus fumidus,MAMMALIA,포유류,LC,0
Episoriculus leucops,MAMMALIA,포유류,LC,0
Episoriculus macrurus,MAMMALIA,포유류,LC,0
Epixerus ebii,MAMMALIA,포유류,LC,0
Epomophorus crypturus,MAMMALIA,포유류,LC,0
Epomophorus gambianus,MAMMALIA,포유류,LC,0
Epomophorus labiatus,MAMMALIA,포유류,LC,0
Epomophorus minimus,MAMMALIA,포유류,LC,0
Epomophorus minor,MAMMALIA,포유류,LC,0
Epomophorus wahlbergi,MAMMALIA,포유류,LC,0
Epomops buettikoferi,MAMMALIA,포유류,LC,0
Epomops franqueti,MAMMALIA,포유류,LC,0
Eptesicus fuscus,MAMMALIA,포유류,LC,0
Equus kiang,MAMMALIA,포유류,LC,0
Eremitalpa granti,MAMMALIA,포유류,LC,0
Eremodipus lichtensteini,MAMMALIA,포유류,LC,0
Erethizon dorsatum,MAMMALIA,포유류,LC,0
Erignathus barbatus,MAMMALIA,포유류,NT,1
Erinaceus amurensis,MAMMALIA,포유류,LC,0
Erinaceus europaeus,MAMMALIA,포유류,NT,1
Erinaceus roumanicus,MAMMALIA,포유류,LC,0
Erophylla bombifrons,MAMMALIA,포유류,LC,0
Erophylla sezekorni,MAMMALIA,포유류,LC,0
Eubalaena australis,MAMMALIA,포유류,LC,0
Euchoreutes naso,MAMMALIA,포유류,LC,0
Euderma maculatum,MAMMALIA,포유류,LC,0
Eudiscopus denticulus,MAMMALIA,포유류,LC,0
Eudorcas albonotata,MAMMALIA,포유류,LC,0
Eumops auripendulus,MAMMALIA,포유류,LC,0
Eumops bonariensis,MAMMALIA,포유류,LC,0
Eumops dabbenei,MAMMALIA,포유류,LC,0
Eumops glaucinus,MAMMALIA,포유류,LC,0
Eumops hansae,MAMMALIA,포유류,LC,0
Eumops patagonicus,MAMMALIA,포유류,LC,0
Eumops perotis,MAMMALIA,포유류,LC,0
Eumops trumbulli,MAMMALIA,포유류,LC,0
Eumops underwoodi,MAMMALIA,포유류,LC,0
Euneomys mordax,MAMMALIA,포유류,LC,0
Euneomys petersoni,MAMMALIA,포유류,LC,0
Euoticus elegantulus,MAMMALIA,포유류,LC,0
Euphractus sexcinctus,MAMMALIA,포유류,LC,0
Euroscaptor grandis,MAMMALIA,포유류,LC,0
Euroscaptor klossi,MAMMALIA,포유류,LC,0
Euroscaptor longirostris,MAMMALIA,포유류,LC,0
Euroscaptor micrura,MAMMALIA,포유류,LC,0
Euroscaptor mizura,MAMMALIA,포유류,LC,0
Euryoryzomys legatus,MAMMALIA,포유류,LC,0
Euryoryzomys macconnelli,MAMMALIA,포유류,LC,0
Euryoryzomys nitidus,MAMMALIA,포유류,LC,0
Euryoryzomys russatus,MAMMALIA,포유류,LC,0
Euryzygomatomys spinosus,MAMMALIA,포유류,LC,0
Eutamias sibiricus,MAMMALIA,포유류,LC,0
Exilisciurus concinnus,MAMMALIA,포유류,LC,0
Exilisciurus whiteheadi,MAMMALIA,포유류,LC,0
Felis margarita,MAMMALIA,포유류,LC,0
Felis silvestris,MAMMALIA,포유류,LC,0
Fukomys bocagei,MAMMALIA,포유류,LC,0
Fukomys damarensis,MAMMALIA,포유류,LC,0
Fukomys darlingi,MAMMALIA,포유류,LC,0
Fukomys ochraceocinereus,MAMMALIA,포유류,LC,0
Fukomys zechi,MAMMALIA,포유류,LC,0
Funambulus palmarum,MAMMALIA,포유류,LC,0
Funambulus pennantii,MAMMALIA,포유류,LC,0
Funambulus tristriatus,MAMMALIA,포유류,LC,0
Funisciurus anerythrus,MAMMALIA,포유류,LC,0
Funisciurus carruthersi,MAMMALIA,포유류,LC,0
Funisciurus congicus,MAMMALIA,포유류,LC,0
Funisciurus isabella,MAMMALIA,포유류,LC,0
Funisciurus lemniscatus,MAMMALIA,포유류,LC,0
Funisciurus leucogenys,MAMMALIA,포유류,LC,0
Funisciurus pyrropus,MAMMALIA,포유류,LC,0
Furipterus horrens,MAMMALIA,포유류,LC,0
Galago gallarum,MAMMALIA,포유류,LC,0
Galago matschiei,MAMMALIA,포유류,LC,0
Galago moholi,MAMMALIA,포유류,LC,0
Galago senegalensis,MAMMALIA,포유류,LC,0
Galagoides thomasi,MAMMALIA,포유류,LC,0
Galea flavidens,MAMMALIA,포유류,LC,0
Galea leucoblephara,MAMMALIA,포유류,LC,0
Galea spixii,MAMMALIA,포유류,LC,0
Galeopterus variegatus,MAMMALIA,포유류,LC,0
Galictis cuja,MAMMALIA,포유류,LC,0
Galictis vittata,MAMMALIA,포유류,LC,0
Galidia elegans,MAMMALIA,포유류,LC,0
Gazella bennettii,MAMMALIA,포유류,LC,0
Genetta angolensis,MAMMALIA,포유류,LC,0
Genetta genetta,MAMMALIA,포유류,LC,0
Genetta pardina,MAMMALIA,포유류,LC,0
Genetta servalina,MAMMALIA,포유류,LC,0
Genetta thierryi,MAMMALIA,포유류,LC,0
Genetta tigrina,MAMMALIA,포유류,LC,0
Genetta victoriae,MAMMALIA,포유류,LC,0
Geogale aurita,MAMMALIA,포유류,LC,0
Geomys attwateri,MAMMALIA,포유류,LC,0
Geomys breviceps,MAMMALIA,포유류,LC,0
Geomys bursarius,MAMMALIA,포유류,LC,0
Geomys knoxjonesi,MAMMALIA,포유류,LC,0
Geomys personatus,MAMMALIA,포유류,LC,0
Geomys pinetis,MAMMALIA,포유류,LC,0
Geomys texensis,MAMMALIA,포유류,LC,0
Georychus capensis,MAMMALIA,포유류,LC,0
Geoxus valdivianus,MAMMALIA,포유류,LC,0
Gerbilliscus boehmi,MAMMALIA,포유류,LC,0
Gerbilliscus brantsii,MAMMALIA,포유류,LC,0
Gerbilliscus gambiana,MAMMALIA,포유류,LC,0
Gerbilliscus guineae,MAMMALIA,포유류,LC,0
Gerbilliscus inclusus,MAMMALIA,포유류,LC,0
Gerbilliscus kempi,MAMMALIA,포유류,LC,0
Gerbilliscus leucogaster,MAMMALIA,포유류,LC,0
Gerbilliscus nigricaudus,MAMMALIA,포유류,LC,0
Gerbilliscus phillipsi,MAMMALIA,포유류,LC,0
Gerbilliscus robustus,MAMMALIA,포유류,LC,0
Gerbilliscus validus,MAMMALIA,포유류,LC,0
Gerbillus amoenus,MAMMALIA,포유류,LC,0
Gerbillus andersoni,MAMMALIA,포유류,LC,0
Gerbillus aquilus,MAMMALIA,포유류,LC,0
Gerbillus campestris,MAMMALIA,포유류,LC,0
Gerbillus cheesmani,MAMMALIA,포유류,LC,0
Gerbillus dasyurus,MAMMALIA,포유류,LC,0
Gerbillus dunni,MAMMALIA,포유류,LC,0
Gerbillus famulus,MAMMALIA,포유류,LC,0
Gerbillus floweri,MAMMALIA,포유류,LC,0
Gerbillus gerbillus,MAMMALIA,포유류,LC,0
Gerbillus gleadowi,MAMMALIA,포유류,LC,0
Gerbillus harwoodi,MAMMALIA,포유류,LC,0
Gerbillus henleyi,MAMMALIA,포유류,LC,0
Gerbillus juliani,MAMMALIA,포유류,LC,0
Gerbillus maghrebi,MAMMALIA,포유류,LC,0
Gerbillus mesopotamiae,MAMMALIA,포유류,LC,0
Gerbillus nanus,MAMMALIA,포유류,LC,0
Gerbillus nigeriae,MAMMALIA,포유류,LC,0
Gerbillus perpallidus,MAMMALIA,포유류,LC,0
Gerbillus poecilops,MAMMALIA,포유류,LC,0
Gerbillus pulvinatus,MAMMALIA,포유류,LC,0
Gerbillus pusillus,MAMMALIA,포유류,LC,0
Gerbillus pyramidum,MAMMALIA,포유류,LC,0
Gerbillus rosalinda,MAMMALIA,포유류,LC,0
Gerbillus rupicola,MAMMALIA,포유류,LC,0
Gerbillus simoni,MAMMALIA,포유류,LC,0
Gerbillus tarabuli,MAMMALIA,포유류,LC,0
Gerbillus watersi,MAMMALIA,포유류,LC,0
Glaucomys sabrinus,MAMMALIA,포유류,LC,0
Glaucomys volans,MAMMALIA,포유류,LC,0
Glauconycteris alboguttata,MAMMALIA,포유류,LC,0
Glauconycteris argentata,MAMMALIA,포유류,LC,0
Glauconycteris beatrix,MAMMALIA,포유류,LC,0
Glauconycteris poensis,MAMMALIA,포유류,LC,0
Glauconycteris superba,MAMMALIA,포유류,LC,0
Glauconycteris variegata,MAMMALIA,포유류,LC,0
Glironia venusta,MAMMALIA,포유류,LC,0
Glirulus japonicus,MAMMALIA,포유류,LC,0
Glis glis,MAMMALIA,포유류,LC,0
Glischropus tylopus,MAMMALIA,포유류,LC,0
Glossophaga commissarisi,MAMMALIA,포유류,LC,0
Glossophaga leachii,MAMMALIA,포유류,LC,0
Glossophaga morenoi,MAMMALIA,포유류,LC,0
Glossophaga soricina,MAMMALIA,포유류,LC,0
Glyphonycteris daviesi,MAMMALIA,포유류,LC,0
Glyphonycteris sylvestris,MAMMALIA,포유류,LC,0
Golunda ellioti,MAMMALIA,포유류,LC,0
Gracilinanus aceramarcae,MAMMALIA,포유류,LC,0
Gracilinanus agilis,MAMMALIA,포유류,LC,0
Gracilinanus dryas,MAMMALIA,포유류,LC,0
Gracilinanus marica,MAMMALIA,포유류,LC,0
Gracilinanus microtarsus,MAMMALIA,포유류,LC,0
Grammomys cometes,MAMMALIA,포유류,LC,0
Grammomys dolichurus,MAMMALIA,포유류,LC,0
Grammomys ibeanus,MAMMALIA,포유류,LC,0
Grammomys kuru,MAMMALIA,포유류,LC,0
Grammomys macmillani,MAMMALIA,포유류,LC,0
Grampus griseus,MAMMALIA,포유류,LC,0
Graomys domorum,MAMMALIA,포유류,LC,0
Graomys griseoflavus,MAMMALIA,포유류,LC,0
Graphiurus christyi,MAMMALIA,포유류,LC,0
Graphiurus kelleni,MAMMALIA,포유류,LC,0
Graphiurus lorraineus,MAMMALIA,포유류,LC,0
Graphiurus microtis,MAMMALIA,포유류,LC,0
Graphiurus murinus,MAMMALIA,포유류,LC,0
Graphiurus nagtglasii,MAMMALIA,포유류,LC,0
Graphiurus ocularis,MAMMALIA,포유류,LC,0
Graphiurus platyops,MAMMALIA,포유류,LC,0
Graphiurus rupicola,MAMMALIA,포유류,LC,0
Gulo gulo,MAMMALIA,포유류,LC,0
Gymnuromys roberti,MAMMALIA,포유류,LC,0
Halichoerus grypus,MAMMALIA,포유류,LC,0
Handleyomys fuscatus,MAMMALIA,포유류,LC,0
Handleyomys intectus,MAMMALIA,포유류,LC,0
Haplonycteris fischeri,MAMMALIA,포유류,LC,0
Harpiocephalus harpia,MAMMALIA,포유류,LC,0
Harpyionycteris whiteheadi,MAMMALIA,포유류,LC,0
Heimyscus fumosus,MAMMALIA,포유류,LC,0
Heliophobius argenteocinereus,MAMMALIA,포유류,LC,0
Heliosciurus gambianus,MAMMALIA,포유류,LC,0
Heliosciurus mutabilis,MAMMALIA,포유류,LC,0
Heliosciurus rufobrachium,MAMMALIA,포유류,LC,0
Heliosciurus ruwenzorii,MAMMALIA,포유류,LC,0
Helogale hirtula,MAMMALIA,포유류,LC,0
Helogale parvula,MAMMALIA,포유류,LC,0
Hemicentetes nigriceps,MAMMALIA,포유류,LC,0
Hemicentetes semispinosus,MAMMALIA,포유류,LC,0
Hemiechinus auritus,MAMMALIA,포유류,VU,2
Hemiechinus collaris,MAMMALIA,포유류,LC,0
Herpailurus yagouaroundi,MAMMALIA,포유류,NT,1
Herpestes flavescens,MAMMALIA,포유류,LC,0
Herpestes ichneumon,MAMMALIA,포유류,LC,0
Herpestes ochraceus,MAMMALIA,포유류,LC,0
Herpestes pulverulentus,MAMMALIA,포유류,LC,0
Herpestes sanguineus,MAMMALIA,포유류,LC,0
Hesperoptenus blanfordi,MAMMALIA,포유류,LC,0
Hesperoptenus tickelli,MAMMALIA,포유류,LC,0
Heterocephalus glaber,MAMMALIA,포유류,LC,0
Heterogeomys cherriei,MAMMALIA,포유류,LC,0
Heterogeomys dariensis,MAMMALIA,포유류,LC,0
Heterohyrax brucei,MAMMALIA,포유류,LC,0
Heteromys adspersus,MAMMALIA,포유류,LC,0
Heteromys anomalus,MAMMALIA,포유류,LC,0
Heteromys australis,MAMMALIA,포유류,LC,0
Heteromys desmarestianus,MAMMALIA,포유류,LC,0
Heteromys gaumeri,MAMMALIA,포유류,LC,0
Heteromys irroratus,MAMMALIA,포유류,LC,0
Heteromys oresterus,MAMMALIA,포유류,LC,0
Heteromys pictus,MAMMALIA,포유류,LC,0
Heteromys salvini,MAMMALIA,포유류,LC,0
Hipposideros abae,MAMMALIA,포유류,LC,0
Hipposideros armiger,MAMMALIA,포유류,LC,0
Hipposideros ater,MAMMALIA,포유류,LC,0
Hipposideros beatus,MAMMALIA,포유류,LC,0
Hipposideros bicolor,MAMMALIA,포유류,LC,0
Hipposideros caffer,MAMMALIA,포유류,LC,0
Hipposideros calcaratus,MAMMALIA,포유류,LC,0
Hipposideros cervinus,MAMMALIA,포유류,LC,0
Hipposideros cineraceus,MAMMALIA,포유류,LC,0
Hipposideros diadema,MAMMALIA,포유류,LC,0
Hipposideros dyacorum,MAMMALIA,포유류,LC,0
Hipposideros fuliginosus,MAMMALIA,포유류,LC,0
Hipposideros fulvus,MAMMALIA,포유류,LC,0
Hipposideros galeritus,MAMMALIA,포유류,LC,0
Hipposideros grandis,MAMMALIA,포유류,LC,0
Hipposideros lankadiva,MAMMALIA,포유류,LC,0
Hipposideros larvatus,MAMMALIA,포유류,LC,0
Hipposideros lylei,MAMMALIA,포유류,LC,0
Hipposideros madurae,MAMMALIA,포유류,NT,1
Hipposideros maggietaylorae,MAMMALIA,포유류,LC,0
Hipposideros megalotis,MAMMALIA,포유류,LC,0
Hipposideros obscurus,MAMMALIA,포유류,LC,0
Hipposideros papua,MAMMALIA,포유류,LC,0
Hipposideros pratti,MAMMALIA,포유류,LC,0
Hipposideros pygmaeus,MAMMALIA,포유류,LC,0
Hipposideros rotalis,MAMMALIA,포유류,LC,0
Hipposideros ruber,MAMMALIA,포유류,LC,0
Hipposideros speoris,MAMMALIA,포유류,LC,0
Hipposideros sumbae,MAMMALIA,포유류,LC,0
Hipposideros wollastoni,MAMMALIA,포유류,LC,0
Hippotragus equinus,MAMMALIA,포유류,LC,0
Histiotus macrotus,MAMMALIA,포유류,LC,0
Histiotus magellanicus,MAMMALIA,포유류,LC,0
Histiotus montanus,MAMMALIA,포유류,LC,0
Histriophoca fasciata,MAMMALIA,포유류,LC,0
Hodomys alleni,MAMMALIA,포유류,LC,0
Holochilus brasiliensis,MAMMALIA,포유류,LC,0
Holochilus chacarius,MAMMALIA,포유류,LC,0
Holochilus sciureus,MAMMALIA,포유류,LC,0
Hoplomys gymnurus,MAMMALIA,포유류,LC,0
Hybomys planifrons,MAMMALIA,포유류,LC,0
Hybomys trivirgatus,MAMMALIA,포유류,LC,0
Hybomys univittatus,MAMMALIA,포유류,LC,0
Hydrochoerus hydrochaeris,MAMMALIA,포유류,LC,0
Hydromys chrysogaster,MAMMALIA,포유류,LC,0
Hydrurga leptonyx,MAMMALIA,포유류,LC,0
Hyemoschus aquaticus,MAMMALIA,포유류,LC,0
Hyladelphys kalinowskii,MAMMALIA,포유류,LC,0
Hylaeamys megacephalus,MAMMALIA,포유류,LC,0
Hylaeamys perenensis,MAMMALIA,포유류,LC,0
Hylaeamys yunganus,MAMMALIA,포유류,LC,0
Hylochoerus meinertzhageni,MAMMALIA,포유류,LC,0
Hylomys suillus,MAMMALIA,포유류,LC,0
Hylomyscus aeta,MAMMALIA,포유류,LC,0
Hylomyscus alleni,MAMMALIA,포유류,LC,0
Hylomyscus carillus,MAMMALIA,포유류,LC,0
Hylomyscus denniae,MAMMALIA,포유류,LC,0
Hylomyscus parvus,MAMMALIA,포유류,LC,0
Hylomyscus stella,MAMMALIA,포유류,LC,0
Hylomyscus walterverheyeni,MAMMALIA,포유류,LC,0
Hylonycteris underwoodi,MAMMALIA,포유류,LC,0
Hylopetes alboniger,MAMMALIA,포유류,LC,0
Hylopetes phayrei,MAMMALIA,포유류,LC,0
Hylopetes spadiceus,MAMMALIA,포유류,LC,0
Hyomys goliath,MAMMALIA,포유류,LC,0
Hyosciurus heinrichi,MAMMALIA,포유류,LC,0
Hyperacrius wynnei,MAMMALIA,포유류,LC,0
Hyperoodon planifrons,MAMMALIA,포유류,LC,0
Hypsignathus monstrosus,MAMMALIA,포유류,LC,0
Hypsiprymnodon moschatus,MAMMALIA,포유류,LC,0
Hypsugo savii,MAMMALIA,포유류,LC,0
Hystrix africaeaustralis,MAMMALIA,포유류,LC,0
Hystrix brachyura,MAMMALIA,포유류,LC,0
Hystrix crassispinis,MAMMALIA,포유류,LC,0
Hystrix cristata,MAMMALIA,포유류,LC,0
Hystrix javanica,MAMMALIA,포유류,LC,0
Hystrix sumatrae,MAMMALIA,포유류,LC,0
Ia io,MAMMALIA,포유류,NT,1
Ichneumia albicauda,MAMMALIA,포유류,LC,0
Ictidomys mexicanus,MAMMALIA,포유류,LC,0
Ictidomys tridecemlineatus,MAMMALIA,포유류,LC,0
Ictonyx libycus,MAMMALIA,포유류,LC,0
Ictonyx striatus,MAMMALIA,포유류,LC,0
Idionycteris phyllotis,MAMMALIA,포유류,LC,0
Idiurus macrotis,MAMMALIA,포유류,LC,0
Idiurus zenkeri,MAMMALIA,포유류,LC,0
Iomys horsfieldii,MAMMALIA,포유류,LC,0
Irenomys tarsalis,MAMMALIA,포유류,LC,0
Isoodon macrourus,MAMMALIA,포유류,LC,0
Isoodon obesulus,MAMMALIA,포유류,LC,0
Isothrix bistriata,MAMMALIA,포유류,LC,0
Isothrix negrensis,MAMMALIA,포유류,LC,0
Isothrix pagurus,MAMMALIA,포유류,LC,0
Isothrix sinnamariensis,MAMMALIA,포유류,LC,0
Isthmomys pirrensis,MAMMALIA,포유류,LC,0
Jaculus blanfordi,MAMMALIA,포유류,LC,0
Jaculus jaculus,MAMMALIA,포유류,LC,0
Jaculus orientalis,MAMMALIA,포유류,LC,0
Juliomys pictipes,MAMMALIA,포유류,LC,0
Kannabateomys amblyonyx,MAMMALIA,포유류,LC,0
Kerivoula argentata,MAMMALIA,포유류,LC,0
Kerivoula hardwickii,MAMMALIA,포유류,LC,0
Kerivoula kachinensis,MAMMALIA,포유류,LC,0
Kerivoula lanosa,MAMMALIA,포유류,LC,0
Kerivoula lenis,MAMMALIA,포유류,LC,0
Kerivoula muscina,MAMMALIA,포유류,LC,0
Kerivoula papillosa,MAMMALIA,포유류,LC,0
Kerivoula phalaena,MAMMALIA,포유류,LC,0
Kerivoula picta,MAMMALIA,포유류,NT,1
Kerivoula smithii,MAMMALIA,포유류,LC,0
Kerivoula titania,MAMMALIA,포유류,LC,0
Kerivoula whiteheadi,MAMMALIA,포유류,LC,0
Kerodon rupestris,MAMMALIA,포유류,LC,0
Kobus ellipsiprymnus,MAMMALIA,포유류,LC,0
Kunsia tomentosus,MAMMALIA,포유류,LC,0
Laephotis botswanae,MAMMALIA,포유류,LC,0
Laephotis namibensis,MAMMALIA,포유류,LC,0
Laephotis wintoni,MAMMALIA,포유류,LC,0
Lagenorhynchus acutus,MAMMALIA,포유류,LC,0
Lagenorhynchus albirostris,MAMMALIA,포유류,LC,0
Lagidium viscacia,MAMMALIA,포유류,LC,0
Lagorchestes conspicillatus,MAMMALIA,포유류,LC,0
Lagostomus maximus,MAMMALIA,포유류,LC,0
Lagurus lagurus,MAMMALIA,포유류,EN,3
Lama guanicoe,MAMMALIA,포유류,LC,0
Lampronycteris brachyotis,MAMMALIA,포유류,LC,0
Laonastes aenigmamus,MAMMALIA,포유류,LC,0
Lariscus insignis,MAMMALIA,포유류,LC,0
Lasionycteris noctivagans,MAMMALIA,포유류,LC,0
Lasiopodomys brandtii,MAMMALIA,포유류,LC,0
Lasiopodomys mandarinus,MAMMALIA,포유류,LC,0
Lasiurus atratus,MAMMALIA,포유류,LC,0
Lasiurus blossevillii,MAMMALIA,포유류,LC,0
Lasiurus borealis,MAMMALIA,포유류,LC,0
Lasiurus cinereus,MAMMALIA,포유류,LC,0
Lasiurus ega,MAMMALIA,포유류,LC,0
Lasiurus intermedius,MAMMALIA,포유류,LC,0
Lasiurus seminolus,MAMMALIA,포유류,LC,0
Lasiurus varius,MAMMALIA,포유류,LC,0
Lasiurus xanthinus,MAMMALIA,포유류,LC,0
Lavia frons,MAMMALIA,포유류,LC,0
Leggadina forresti,MAMMALIA,포유류,LC,0
Leggadina lakedownensis,MAMMALIA,포유류,LC,0
Lemmiscus curtatus,MAMMALIA,포유류,LC,0
Lemmus amurensis,MAMMALIA,포유류,LC,0
Lemmus lemmus,MAMMALIA,포유류,LC,0
