scientific_name,iucn_class,taxon_group,iucn_category,iucn_score
Antechinomys laniger,MAMMALIA,포유류,LC,0
Antechinus adustus,MAMMALIA,포유류,LC,0
Antechinus agilis,MAMMALIA,포유류,LC,0
Antechinus flavipes,MAMMALIA,포유류,LC,0
Antechinus leo,MAMMALIA,포유류,LC,0
Antechinus minimus,MAMMALIA,포유류,LC,0
Antechinus stuartii,MAMMALIA,포유류,LC,0
Antechinus subtropicus,MAMMALIA,포유류,LC,0
Antechinus swainsonii,MAMMALIA,포유류,LC,0
Antidorcas marsupialis,MAMMALIA,포유류,LC,0
Antrozous pallidus,MAMMALIA,포유류,LC,0
Aotus azarae,MAMMALIA,포유류,LC,0
Aotus nigriceps,MAMMALIA,포유류,LC,0
Aotus trivirgatus,MAMMALIA,포유류,LC,0
Aotus vociferans,MAMMALIA,포유류,LC,0
Aplodontia rufa,MAMMALIA,포유류,LC,0
Apodemus agrarius,MAMMALIA,포유류,LC,0
Apodemus alpicola,MAMMALIA,포유류,LC,0
Apodemus argenteus,MAMMALIA,포유류,LC,0
Apodemus chevrieri,MAMMALIA,포유류,LC,0
Apodemus draco,MAMMALIA,포유류,LC,0
Apodemus epimelas,MAMMALIA,포유류,LC,0
Apodemus flavicollis,MAMMALIA,포유류,LC,0
Apodemus gurkha,MAMMALIA,포유류,LC,0
Apodemus latronum,MAMMALIA,포유류,LC,0
Apodemus mystacinus,MAMMALIA,포유류,LC,0
Apodemus pallipes,MAMMALIA,포유류,LC,0
Apodemus peninsulae,MAMMALIA,포유류,LC,0
Apodemus ponticus,MAMMALIA,포유류,LC,0
Apodemus rusiges,MAMMALIA,포유류,LC,0
Apodemus semotus,MAMMALIA,포유류,LC,0
Apodemus speciosus,MAMMALIA,포유류,LC,0
Apodemus sylvaticus,MAMMALIA,포유류,LC,0
Apodemus uralensis,MAMMALIA,포유류,LC,0
Apodemus witherbyi,MAMMALIA,포유류,LC,0
Apomys abrae,MAMMALIA,포유류,LC,0
Apomys datae,MAMMALIA,포유류,LC,0
Apomys gracilirostris,MAMMALIA,포유류,LC,0
Apomys hylocetes,MAMMALIA,포유류,LC,0
Apomys insignis,MAMMALIA,포유류,LC,0
Apomys microdon,MAMMALIA,포유류,LC,0
Apomys musculus,MAMMALIA,포유류,LC,0
Apomys sacobianus,MAMMALIA,포유류,LC,0
Arborimus albipes,MAMMALIA,포유류,LC,0
Arctocebus aureus,MAMMALIA,포유류,LC,0
Arctocebus calabarensis,MAMMALIA,포유류,NT,1
Arctocephalus australis,MAMMALIA,포유류,LC,0
Arctocephalus forsteri,MAMMALIA,포유류,LC,0
Arctocephalus philippii,MAMMALIA,포유류,LC,0
Arctocephalus pusillus,MAMMALIA,포유류,LC,0
Arctocephalus townsendi,MAMMALIA,포유류,LC,0
Arctocephalus tropicalis,MAMMALIA,포유류,LC,0
Arctogalidia trivirgata,MAMMALIA,포유류,LC,0
Arctonyx albogularis,MAMMALIA,포유류,LC,0
Arctonyx hoevenii,MAMMALIA,포유류,LC,0
Ardops nichollsi,MAMMALIA,포유류,LC,0
Arielulus circumdatus,MAMMALIA,포유류,LC,0
Arielulus torquatus,MAMMALIA,포유류,LC,0
Ariteus flavescens,MAMMALIA,포유류,LC,0
Artibeus amplus,MAMMALIA,포유류,LC,0
Artibeus concolor,MAMMALIA,포유류,LC,0
Artibeus fimbriatus,MAMMALIA,포유류,LC,0
Artibeus fraterculus,MAMMALIA,포유류,LC,0
Artibeus hirsutus,MAMMALIA,포유류,LC,0
Artibeus jamaicensis,MAMMALIA,포유류,LC,0
Artibeus lituratus,MAMMALIA,포유류,LC,0
Artibeus obscurus,MAMMALIA,포유류,LC,0
Artibeus planirostris,MAMMALIA,포유류,LC,0
Arvicanthis abyssinicus,MAMMALIA,포유류,LC,0
Arvicanthis ansorgei,MAMMALIA,포유류,LC,0
Arvicanthis nairobae,MAMMALIA,포유류,LC,0
Arvicanthis neumanni,MAMMALIA,포유류,LC,0
Arvicanthis niloticus,MAMMALIA,포유류,LC,0
Arvicanthis rufinus,MAMMALIA,포유류,LC,0
Arvicola amphibius,MAMMALIA,포유류,LC,0
Asellia patrizii,MAMMALIA,포유류,LC,0
Asellia tridens,MAMMALIA,포유류,LC,0
Aselliscus stoliczkanus,MAMMALIA,포유류,LC,0
Aselliscus tricuspidatus,MAMMALIA,포유류,LC,0
Atelerix albiventris,MAMMALIA,포유류,LC,0
Atelerix algirus,MAMMALIA,포유류,LC,0
Atelerix frontalis,MAMMALIA,포유류,LC,0
Atelerix sclateri,MAMMALIA,포유류,LC,0
Atherurus africanus,MAMMALIA,포유류,LC,0
Atherurus macrourus,MAMMALIA,포유류,LC,0
Atilax paludinosus,MAMMALIA,포유류,LC,0
Auliscomys boliviensis,MAMMALIA,포유류,LC,0
Auliscomys pictus,MAMMALIA,포유류,LC,0
Auliscomys sublimis,MAMMALIA,포유류,LC,0
Austronomus australis,MAMMALIA,포유류,LC,0
Austronomus kuboriensis,MAMMALIA,포유류,LC,0
Axis axis,MAMMALIA,포유류,LC,0
Baiomys musculus,MAMMALIA,포유류,LC,0
Baiomys taylori,MAMMALIA,포유류,LC,0
Baiyankamys shawmayeri,MAMMALIA,포유류,LC,0
Balaena mysticetus,MAMMALIA,포유류,VU,2
Balaenoptera acutorostrata,MAMMALIA,포유류,LC,0
Balantiopteryx plicata,MAMMALIA,포유류,LC,0
Balionycteris maculata,MAMMALIA,포유류,LC,0
Bandicota bengalensis,MAMMALIA,포유류,LC,0
Bandicota indica,MAMMALIA,포유류,LC,0
Bandicota savilei,MAMMALIA,포유류,LC,0
Barbastella leucomelas,MAMMALIA,포유류,LC,0
Bassaricyon alleni,MAMMALIA,포유류,LC,0
Bassaricyon gabbii,MAMMALIA,포유류,LC,0
Bassaricyon medius,MAMMALIA,포유류,LC,0
Bassariscus astutus,MAMMALIA,포유류,LC,0
Bassariscus sumichrasti,MAMMALIA,포유류,LC,0
Bathyergus janetta,MAMMALIA,포유류,LC,0
Bathyergus suillus,MAMMALIA,포유류,LC,0
Batomys salomonseni,MAMMALIA,포유류,LC,0
Bdeogale crassicauda,MAMMALIA,포유류,LC,0
Bdeogale nigripes,MAMMALIA,포유류,LC,0
Beamys hindei,MAMMALIA,포유류,LC,0
Berylmys berdmorei,MAMMALIA,포유류,LC,0
Bibimys chacoensis,MAMMALIA,포유류,LC,0
Bibimys labiosus,MAMMALIA,포유류,LC,0
Blarina brevicauda,MAMMALIA,포유류,LC,0
Blarina carolinensis,MAMMALIA,포유류,LC,0
Blarina hylophaga,MAMMALIA,포유류,LC,0
Blarinella griselda,MAMMALIA,포유류,LC,0
Blarinella wardi,MAMMALIA,포유류,LC,0
Blarinomys breviceps,MAMMALIA,포유류,LC,0
Boselaphus tragocamelus,MAMMALIA,포유류,LC,0
Brachiones przewalskii,MAMMALIA,포유류,LC,0
Brachylagus idahoensis,MAMMALIA,포유류,LC,0
Brachyphylla cavernarum,MAMMALIA,포유류,LC,0
Brachyphylla nana,MAMMALIA,포유류,LC,0
Brachytarsomys albicauda,MAMMALIA,포유류,LC,0
Brachyuromys betsileoensis,MAMMALIA,포유류,LC,0
Brachyuromys ramirohitra,MAMMALIA,포유류,LC,0
Bradypus tridactylus,MAMMALIA,포유류,LC,0
Bradypus variegatus,MAMMALIA,포유류,LC,0
Brucepattersonius iheringi,MAMMALIA,포유류,LC,0
Bullimus bagobus,MAMMALIA,포유류,LC,0
Bullimus luzonicus,MAMMALIA,포유류,LC,0
Bunomys andrewsi,MAMMALIA,포유류,LC,0
Bunomys chrysocomus,MAMMALIA,포유류,LC,0
Cabassous tatouay,MAMMALIA,포유류,LC,0
Cabassous unicinctus,MAMMALIA,포유류,LC,0
Caenolestes fuliginosus,MAMMALIA,포유류,LC,0
Calcochloris obtusirostris,MAMMALIA,포유류,LC,0
Callithrix geoffroyi,MAMMALIA,포유류,LC,0
Callithrix jacchus,MAMMALIA,포유류,LC,0
Callithrix penicillata,MAMMALIA,포유류,LC,0
Callosciurus baluensis,MAMMALIA,포유류,LC,0
Callosciurus caniceps,MAMMALIA,포유류,LC,0
Callosciurus erythraeus,MAMMALIA,포유류,LC,0
Callosciurus finlaysonii,MAMMALIA,포유류,LC,0
Callosciurus inornatus,MAMMALIA,포유류,LC,0
Callosciurus notatus,MAMMALIA,포유류,LC,0
Callosciurus orestes,MAMMALIA,포유류,LC,0
Callosciurus phayrei,MAMMALIA,포유류,LC,0
Callosciurus prevostii,MAMMALIA,포유류,LC,0
Callosciurus pygerythrus,MAMMALIA,포유류,LC,0
Callospermophilus lateralis,MAMMALIA,포유류,LC,0
Callospermophilus saturatus,MAMMALIA,포유류,LC,0
Calomys boliviae,MAMMALIA,포유류,LC,0
Calomys callidus,MAMMALIA,포유류,LC,0
Calomys callosus,MAMMALIA,포유류,LC,0
Calomys expulsus,MAMMALIA,포유류,LC,0
Calomys fecundus,MAMMALIA,포유류,LC,0
Calomys hummelincki,MAMMALIA,포유류,LC,0
Calomys laucha,MAMMALIA,포유류,LC,0
Calomys lepidus,MAMMALIA,포유류,LC,0
Calomys musculinus,MAMMALIA,포유류,LC,0
Calomys sorellus,MAMMALIA,포유류,LC,0
Calomys tener,MAMMALIA,포유류,LC,0
Calomys tocantinsi,MAMMALIA,포유류,LC,0
Calomys venustus,MAMMALIA,포유류,LC,0
Calomyscus bailwardi,MAMMALIA,포유류,LC,0
Calomyscus baluchi,MAMMALIA,포유류,LC,0
Calomyscus elburzensis,MAMMALIA,포유류,LC,0
Calomyscus hotsoni,MAMMALIA,포유류,LC,0
Calomyscus mystax,MAMMALIA,포유류,LC,0
Calomyscus urartensis,MAMMALIA,포유류,LC,0
Caluromys derbianus,MAMMALIA,포유류,LC,0
Caluromys lanatus,MAMMALIA,포유류,LC,0
Caluromys philander,MAMMALIA,포유류,LC,0
Caluromysiops irrupta,MAMMALIA,포유류,LC,0
Canis aureus,MAMMALIA,포유류,LC,0
Canis latrans,MAMMALIA,포유류,LC,0
Cannomys badius,MAMMALIA,포유류,LC,0
Cansumys canus,MAMMALIA,포유류,LC,0
Capra ibex,MAMMALIA,포유류,LC,0
Capra sibirica,MAMMALIA,포유류,NT,1
Capreolus capreolus,MAMMALIA,포유류,LC,0
Capreolus pygargus,MAMMALIA,포유류,LC,0
Capricornis crispus,MAMMALIA,포유류,LC,0
Capricornis swinhoei,MAMMALIA,포유류,LC,0
Capromys pilorides,MAMMALIA,포유류,LC,0
Caracal caracal,MAMMALIA,포유류,LC,0
Cardioderma cor,MAMMALIA,포유류,LC,0
Carollia brevicauda,MAMMALIA,포유류,LC,0
Carollia castanea,MAMMALIA,포유류,LC,0
Carollia manu,MAMMALIA,포유류,LC,0
Carollia perspicillata,MAMMALIA,포유류,LC,0
Carollia sowelli,MAMMALIA,포유류,LC,0
Carollia subrufa,MAMMALIA,포유류,LC,0
Carpomys phaeurus,MAMMALIA,포유류,LC,0
Caryomys eva,MAMMALIA,포유류,LC,0
Caryomys inez,MAMMALIA,포유류,LC,0
Casinycteris argynnis,MAMMALIA,포유류,LC,0
Castor fiber,MAMMALIA,포유류,LC,0
Cavia aperea,MAMMALIA,포유류,LC,0
Cavia fulgida,MAMMALIA,포유류,LC,0
Cavia magna,MAMMALIA,포유류,LC,0
Cavia tschudii,MAMMALIA,포유류,LC,0
Cebus brunneus,MAMMALIA,포유류,EN,3
Centronycteris centralis,MAMMALIA,포유류,LC,0
Centronycteris maximiliani,MAMMALIA,포유류,LC,0
Centurio senex,MAMMALIA,포유류,LC,0
Cephalophus callipygus,MAMMALIA,포유류,LC,0
Cephalophus harveyi,MAMMALIA,포유류,LC,0
Cephalophus natalensis,MAMMALIA,포유류,LC,0
Cephalophus niger,MAMMALIA,포유류,LC,0
Cephalophus rufilatus,MAMMALIA,포유류,LC,0
Cephalophus weynsi,MAMMALIA,포유류,LC,0
Cercartetus caudatus,MAMMALIA,포유류,LC,0
Cercartetus concinnus,MAMMALIA,포유류,LC,0
Cercartetus lepidus,MAMMALIA,포유류,LC,0
Cercartetus nanus,MAMMALIA,포유류,LC,0
Cercocebus agilis,MAMMALIA,포유류,LC,0
Cercopithecus ascanius,MAMMALIA,포유류,LC,0
Cercopithecus campbelli,MAMMALIA,포유류,NT,1
Cercopithecus denti,MAMMALIA,포유류,LC,0
Cercopithecus mona,MAMMALIA,포유류,NT,1
Cercopithecus neglectus,MAMMALIA,포유류,LC,0
Cercopithecus petaurista,MAMMALIA,포유류,NT,1
Cerdocyon thous,MAMMALIA,포유류,LC,0
Cerradomys maracajuensis,MAMMALIA,포유류,LC,0
Cerradomys scotti,MAMMALIA,포유류,LC,0
Cerradomys subflavus,MAMMALIA,포유류,LC,0
Cervus canadensis,MAMMALIA,포유류,LC,0
Cervus elaphus,MAMMALIA,포유류,LC,0
Chaetodipus arenarius,MAMMALIA,포유류,LC,0
Chaetodipus artus,MAMMALIA,포유류,LC,0
Chaetodipus baileyi,MAMMALIA,포유류,LC,0
Chaetodipus californicus,MAMMALIA,포유류,LC,0
Chaetodipus eremicus,MAMMALIA,포유류,LC,0
Chaetodipus fallax,MAMMALIA,포유류,LC,0
Chaetodipus formosus,MAMMALIA,포유류,LC,0
Chaetodipus hispidus,MAMMALIA,포유류,LC,0
Chaetodipus intermedius,MAMMALIA,포유류,LC,0
Chaetodipus nelsoni,MAMMALIA,포유류,LC,0
Chaetodipus penicillatus,MAMMALIA,포유류,LC,0
Chaetodipus pernix,MAMMALIA,포유류,LC,0
Chaetodipus rudinoris,MAMMALIA,포유류,LC,0
Chaetodipus spinatus,MAMMALIA,포유류,LC,0
Chaetophractus vellerosus,MAMMALIA,포유류,LC,0
Chaetophractus villosus,MAMMALIA,포유류,LC,0
Chalinolobus gouldii,MAMMALIA,포유류,LC,0
Chalinolobus morio,MAMMALIA,포유류,LC,0
Chalinolobus nigrogriseus,MAMMALIA,포유류,LC,0
Cheiromeles parvidens,MAMMALIA,포유류,LC,0
Cheiromeles torquatus,MAMMALIA,포유류,LC,0
Chelemys macronyx,MAMMALIA,포유류,LC,0
Chilomys instans,MAMMALIA,포유류,LC,0
Chimarrogale himalayica,MAMMALIA,포유류,LC,0
Chimarrogale platycephalus,MAMMALIA,포유류,LC,0
Chimarrogale styani,MAMMALIA,포유류,LC,0
Chinchillula sahamae,MAMMALIA,포유류,LC,0
Chionomys gud,MAMMALIA,포유류,LC,0
Chionomys roberti,MAMMALIA,포유류,LC,0
Chiroderma doriae,MAMMALIA,포유류,LC,0
Chiroderma salvini,MAMMALIA,포유류,LC,0
Chiroderma trinitatum,MAMMALIA,포유류,LC,0
Chiroderma villosum,MAMMALIA,포유류,LC,0
Chiromyscus chiropus,MAMMALIA,포유류,LC,0
Chironax melanocephalus,MAMMALIA,포유류,LC,0
Chironectes minimus,MAMMALIA,포유류,LC,0
Chiropodomys gliroides,MAMMALIA,포유류,LC,0
Chiropotes chiropotes,MAMMALIA,포유류,LC,0
Chiruromys forbesi,MAMMALIA,포유류,LC,0
Chiruromys lamia,MAMMALIA,포유류,LC,0
Chiruromys vates,MAMMALIA,포유류,LC,0
Chlorocebus aethiops,MAMMALIA,포유류,LC,0
Chlorocebus cynosuros,MAMMALIA,포유류,LC,0
Chlorocebus sabaeus,MAMMALIA,포유류,LC,0
Chlorotalpa sclateri,MAMMALIA,포유류,LC,0
Chodsigoa hypsibia,MAMMALIA,포유류,LC,0
Chodsigoa lamula,MAMMALIA,포유류,LC,0
Chodsigoa parca,MAMMALIA,포유류,LC,0
Choeroniscus godmani,MAMMALIA,포유류,LC,0
Choeroniscus minor,MAMMALIA,포유류,LC,0
Choloepus didactylus,MAMMALIA,포유류,LC,0
Choloepus hoffmanni,MAMMALIA,포유류,LC,0
Chrotomys silaceus,MAMMALIA,포유류,LC,0
Chrotomys whiteheadi,MAMMALIA,포유류,LC,0
Chrotopterus auritus,MAMMALIA,포유류,LC,0
Chrysochloris asiatica,MAMMALIA,포유류,LC,0
Chrysochloris stuhlmanni,MAMMALIA,포유류,LC,0
Cistugo lesueuri,MAMMALIA,포유류,LC,0
Cistugo seabrae,MAMMALIA,포유류,LC,0
Civettictis civetta,MAMMALIA,포유류,LC,0
Cloeotis percivali,MAMMALIA,포유류,LC,0
Clyomys laticeps,MAMMALIA,포유류,LC,0
Coccymys ruemmleri,MAMMALIA,포유류,LC,0
Coelops frithii,MAMMALIA,포유류,NT,1
Coendou bicolor,MAMMALIA,포유류,LC,0
Coendou insidiosus,MAMMALIA,포유류,LC,0
Coendou melanurus,MAMMALIA,포유류,LC,0
Coendou mexicanus,MAMMALIA,포유류,LC,0
Coendou prehensilis,MAMMALIA,포유류,LC,0
Coendou pruinosus,MAMMALIA,포유류,LC,0
Coendou rufescens,MAMMALIA,포유류,LC,0
Coendou spinosus,MAMMALIA,포유류,LC,0
Coleura afra,MAMMALIA,포유류,LC,0
Colomys goslingi,MAMMALIA,포유류,LC,0
Condylura cristata,MAMMALIA,포유류,LC,0
Conepatus chinga,MAMMALIA,포유류,LC,0
Conepatus humboldtii,MAMMALIA,포유류,LC,0
Conepatus leuconotus,MAMMALIA,포유류,LC,0
Conepatus semistriatus,MAMMALIA,포유류,LC,0
Congosorex verheyeni,MAMMALIA,포유류,LC,0
Connochaetes gnou,MAMMALIA,포유류,LC,0
Connochaetes taurinus,MAMMALIA,포유류,LC,0
Cormura brevirostris,MAMMALIA,포유류,LC,0
Corynorhinus rafinesquii,MAMMALIA,포유류,LC,0
Corynorhinus townsendii,MAMMALIA,포유류,LC,0
Cratogeomys castanops,MAMMALIA,포유류,LC,0
Cratogeomys fulvescens,MAMMALIA,포유류,LC,0
Cratogeomys fumosus,MAMMALIA,포유류,LC,0
Cratogeomys goldmani,MAMMALIA,포유류,LC,0
Cratogeomys merriami,MAMMALIA,포유류,LC,0
Cratogeomys perotensis,MAMMALIA,포유류,LC,0
Cratogeomys planiceps,MAMMALIA,포유류,LC,0
Cremnomys cutchicus,MAMMALIA,포유류,LC,0
Cricetomys emini,MAMMALIA,포유류,LC,0
Cricetomys gambianus,MAMMALIA,포유류,LC,0
Cricetulus barabensis,MAMMALIA,포유류,LC,0
Cricetulus lama,MAMMALIA,포유류,LC,0
Cricetulus longicaudatus,MAMMALIA,포유류,LC,0
Cricetulus sokolovi,MAMMALIA,포유류,LC,0
Cricetulus tibetanus,MAMMALIA,포유류,LC,0
Crocidura aleksandrisi,MAMMALIA,포유류,LC,0
Crocidura arabica,MAMMALIA,포유류,LC,0
Crocidura arispa,MAMMALIA,포유류,LC,0
Crocidura attenuata,MAMMALIA,포유류,LC,0
Crocidura attila,MAMMALIA,포유류,LC,0
Crocidura baileyi,MAMMALIA,포유류,LC,0
Crocidura baluensis,MAMMALIA,포유류,LC,0
Crocidura batesi,MAMMALIA,포유류,LC,0
Crocidura beatus,MAMMALIA,포유류,LC,0
Crocidura beccarii,MAMMALIA,포유류,LC,0
Crocidura brunnea,MAMMALIA,포유류,LC,0
Crocidura caliginea,MAMMALIA,포유류,LC,0
Crocidura cinderella,MAMMALIA,포유류,LC,0
Crocidura congobelgica,MAMMALIA,포유류,LC,0
Crocidura crenata,MAMMALIA,포유류,LC,0
Crocidura crossei,MAMMALIA,포유류,LC,0
Crocidura cyanea,MAMMALIA,포유류,LC,0
Crocidura denti,MAMMALIA,포유류,LC,0
Crocidura dolichura,MAMMALIA,포유류,LC,0
Crocidura douceti,MAMMALIA,포유류,LC,0
Crocidura dsinezumi,MAMMALIA,포유류,LC,0
Crocidura elgonius,MAMMALIA,포유류,LC,0
Crocidura elongata,MAMMALIA,포유류,LC,0
Crocidura flavescens,MAMMALIA,포유류,LC,0
Crocidura foetida,MAMMALIA,포유류,LC,0
Crocidura foxi,MAMMALIA,포유류,LC,0
Crocidura fuliginosa,MAMMALIA,포유류,LC,0
Crocidura fulvastra,MAMMALIA,포유류,LC,0
Crocidura fumosa,MAMMALIA,포유류,LC,0
Crocidura fuscomurina,MAMMALIA,포유류,LC,0
Crocidura gmelini,MAMMALIA,포유류,LC,0
Crocidura goliath,MAMMALIA,포유류,LC,0
Crocidura grassei,MAMMALIA,포유류,LC,0
Crocidura grayi,MAMMALIA,포유류,LC,0
Crocidura greenwoodi,MAMMALIA,포유류,LC,0
Crocidura hildegardeae,MAMMALIA,포유류,LC,0
Crocidura hirta,MAMMALIA,포유류,LC,0
Crocidura hutanis,MAMMALIA,포유류,LC,0
Crocidura indochinensis,MAMMALIA,포유류,LC,0
Crocidura jacksoni,MAMMALIA,포유류,LC,0
Crocidura jouvenetae,MAMMALIA,포유류,LC,0
Crocidura lamottei,MAMMALIA,포유류,LC,0
Crocidura lasiura,MAMMALIA,포유류,LC,0
Crocidura latona,MAMMALIA,포유류,LC,0
Crocidura lea,MAMMALIA,포유류,LC,0
Crocidura lepidura,MAMMALIA,포유류,LC,0
Crocidura leucodon,MAMMALIA,포유류,LC,0
Crocidura levicula,MAMMALIA,포유류,LC,0
Crocidura littoralis,MAMMALIA,포유류,LC,0
Crocidura ludia,MAMMALIA,포유류,LC,0
Crocidura luna,MAMMALIA,포유류,LC,0
Crocidura lusitania,MAMMALIA,포유류,LC,0
Crocidura macarthuri,MAMMALIA,포유류,LC,0
Crocidura malayana,MAMMALIA,포유류,LC,0
Crocidura maquassiensis,MAMMALIA,포유류,LC,0
Crocidura mariquensis,MAMMALIA,포유류,LC,0
Crocidura maurisca,MAMMALIA,포유류,LC,0
Crocidura maxi,MAMMALIA,포유류,LC,0
Crocidura monticola,MAMMALIA,포유류,LC,0
Crocidura montis,MAMMALIA,포유류,LC,0
Crocidura muricauda,MAMMALIA,포유류,LC,0
Crocidura nanilla,MAMMALIA,포유류,LC,0
Crocidura negligens,MAMMALIA,포유류,LC,0
Crocidura nigeriae,MAMMALIA,포유류,LC,0
Crocidura nigricans,MAMMALIA,포유류,LC,0
Crocidura nigripes,MAMMALIA,포유류,LC,0
Crocidura nigrofusca,MAMMALIA,포유류,LC,0
Crocidura obscurior,MAMMALIA,포유류,LC,0
Crocidura olivieri,MAMMALIA,포유류,LC,0
Crocidura orientalis,MAMMALIA,포유류,LC,0
Crocidura pachyura,MAMMALIA,포유류,LC,0
Crocidura palawanensis,MAMMALIA,포유류,LC,0
Crocidura paradoxura,MAMMALIA,포유류,LC,0
Crocidura parvipes,MAMMALIA,포유류,LC,0
Crocidura pasha,MAMMALIA,포유류,LC,0
Crocidura phanluongi,MAMMALIA,포유류,LC,0
Crocidura poensis,MAMMALIA,포유류,LC,0
Crocidura ramona,MAMMALIA,포유류,LC,0
Crocidura rhoditis,MAMMALIA,포유류,VU,2
Crocidura roosevelti,MAMMALIA,포유류,LC,0
Crocidura russula,MAMMALIA,포유류,LC,0
Crocidura serezkyensis,MAMMALIA,포유류,LC,0
Crocidura shantungensis,MAMMALIA,포유류,LC,0
Crocidura sibirica,MAMMALIA,포유류,LC,0
Crocidura sicula,MAMMALIA,포유류,LC,0
Crocidura silacea,MAMMALIA,포유류,LC,0
Crocidura smithii,MAMMALIA,포유류,LC,0
Crocidura somalica,MAMMALIA,포유류,LC,0
Crocidura suaveolens,MAMMALIA,포유류,LC,0
Crocidura tanakae,MAMMALIA,포유류,LC,0
Crocidura thalia,MAMMALIA,포유류,LC,0
Crocidura theresae,MAMMALIA,포유류,LC,0
Crocidura turba,MAMMALIA,포유류,LC,0
Crocidura viaria,MAMMALIA,포유류,LC,0
Crocidura virgata,MAMMALIA,포유류,LC,0
Crocidura voi,MAMMALIA,포유류,LC,0
Crocidura vorax,MAMMALIA,포유류,LC,0
Crocidura watasei,MAMMALIA,포유류,LC,0
Crocidura whitakeri,MAMMALIA,포유류,LC,0
Crocidura xantippe,MAMMALIA,포유류,LC,0
Crocidura yankariensis,MAMMALIA,포유류,LC,0
Crocidura zarudnyi,MAMMALIA,포유류,LC,0
Crocuta crocuta,MAMMALIA,포유류,LC,0
Crossarchus alexandri,MAMMALIA,포유류,LC,0
Crossarchus ansorgei,MAMMALIA,포유류,LC,0
Crossarchus obscurus,MAMMALIA,포유류,LC,0
Crossarchus platycephalus,MAMMALIA,포유류,LC,0
Crossomys moncktoni,MAMMALIA,포유류,LC,0
Cryptomys hottentotus,MAMMALIA,포유류,LC,0
Cryptonanus chacoensis,MAMMALIA,포유류,LC,0
Cryptotis colombiana,MAMMALIA,포유류,LC,0
Cryptotis equatoris,MAMMALIA,포유류,LC,0
Cryptotis goldmani,MAMMALIA,포유류,LC,0
Cryptotis goodwini,MAMMALIA,포유류,LC,0
Cryptotis mayensis,MAMMALIA,포유류,LC,0
Cryptotis medellinia,MAMMALIA,포유류,LC,0
Cryptotis merriami,MAMMALIA,포유류,LC,0
Cryptotis mexicana,MAMMALIA,포유류,LC,0
Cryptotis montivaga,MAMMALIA,포유류,LC,0
Cryptotis nigrescens,MAMMALIA,포유류,LC,0
Cryptotis obscura,MAMMALIA,포유류,LC,0
Cryptotis parva,MAMMALIA,포유류,LC,0
Cryptotis squamipes,MAMMALIA,포유류,LC,0
Cryptotis tamensis,MAMMALIA,포유류,LC,0
Cryptotis thomasi,MAMMALIA,포유류,LC,0
Ctenodactylus gundi,MAMMALIA,포유류,LC,0
Ctenomys boliviensis,MAMMALIA,포유류,LC,0
Ctenomys conoveri,MAMMALIA,포유류,LC,0
Ctenomys frater,MAMMALIA,포유류,LC,0
Ctenomys goodfellowi,MAMMALIA,포유류,LC,0
Ctenomys haigi,MAMMALIA,포유류,LC,0
Ctenomys leucodon,MAMMALIA,포유류,LC,0
Ctenomys lewisi,MAMMALIA,포유류,LC,0
Ctenomys maulinus,MAMMALIA,포유류,LC,0
Ctenomys mendocinus,MAMMALIA,포유류,LC,0
Ctenomys opimus,MAMMALIA,포유류,LC,0
Ctenomys perrensi,MAMMALIA,포유류,LC,0
Ctenomys peruanus,MAMMALIA,포유류,CR,4
Ctenomys steinbachi,MAMMALIA,포유류,LC,0
Ctenomys talarum,MAMMALIA,포유류,LC,0
Ctenomys torquatus,MAMMALIA,포유류,LC,0
Cuniculus paca,MAMMALIA,포유류,LC,0
Cyclopes didactylus,MAMMALIA,포유류,LC,0
Cynictis penicillata,MAMMALIA,포유류,LC,0
Cynocephalus volans,MAMMALIA,포유류,LC,0
Cynomops greenhalli,MAMMALIA,포유류,LC,0
Cynomops mexicanus,MAMMALIA,포유류,LC,0
Cynomops milleri,MAMMALIA,포유류,LC,0
Cynomops planirostris,MAMMALIA,포유류,LC,0
Cynomys gunnisoni,MAMMALIA,포유류,LC,0
Cynomys leucurus,MAMMALIA,포유류,LC,0
Cynomys ludovicianus,MAMMALIA,포유류,LC,0
Cynopterus brachyotis,MAMMALIA,포유류,LC,0
Cynopterus horsfieldii,MAMMALIA,포유류,LC,0
Cynopterus luzoniensis,MAMMALIA,포유류,LC,0
Cynopterus minutus,MAMMALIA,포유류,LC,0
Cynopterus nusatenggara,MAMMALIA,포유류,LC,0
Cynopterus sphinx,MAMMALIA,포유류,LC,0
Cynopterus titthaecheilus,MAMMALIA,포유류,LC,0
Cyttarops alecto,MAMMALIA,포유류,LC,0
Dactylomys boliviensis,MAMMALIA,포유류,LC,0
Dactylomys dactylinus,MAMMALIA,포유류,LC,0
Dactylopsila megalura,MAMMALIA,포유류,LC,0
Dactylopsila trivirgata,MAMMALIA,포유류,LC,0
Dama dama,MAMMALIA,포유류,LC,0
Dasycercus blythi,MAMMALIA,포유류,LC,0
Dasykaluta rosamondae,MAMMALIA,포유류,LC,0
Dasymys incomtus,MAMMALIA,포유류,LC,0
Dasymys rufulus,MAMMALIA,포유류,LC,0
Dasyprocta fuliginosa,MAMMALIA,포유류,LC,0
Dasyprocta leporina,MAMMALIA,포유류,LC,0
Dasyprocta prymnolopha,MAMMALIA,포유류,LC,0
Dasyprocta punctata,MAMMALIA,포유류,LC,0
